text1,text2,is_same
a booth in which a person can cast a private vote,room or cabin in a polling station where voters are able to cast their vote in private to protect the secrecy of the ballot,1
the freedom of teachers and students to express their ideas in school without religious or political or institutional restrictions,liberty,1
law intended to promote free competition in the market place by outlawing monopolies,"collection of federal and state government laws, which regulates the conduct and organization of business corporations, generally to promote fair competition for the benefit of consumers",0
a tall perennial herb having spikes of small white or purple flowers; common in eastern North America,Wikimedia category,0
a theocratic Islamic republic in the Middle East in western Asia; Iran was the core of the ancient empire that was known as Persia until 1935; rich in oil,historical event,0
type genus of the family Littorinidae: periwinkles,genus of molluscs,1
a truncated cone or pyramid; the part that is left when a cone or pyramid is cut by a plane parallel to the base and the apical part is removed,article,0
type genus of the Lutjanidae: snappers,species of fish,0
crabmeat usually canned; from Japan,"Springfield, Ohio :American Rose and Plant Company,[1930] | U.S. Department of Agriculture, National Agricultural Library",1
found on sea beaches from Virginia to South America having greenish-yellow flowers and orange or yellow berries,species of plant,1
a genus of Fasciolidae,Wikimedia category,0
type genus of the Anguidae: blindworms,genus of reptiles,1
failure to act with the prudence that a reasonable person would exercise under the same circumstances,"crime of killing of a human being by another human being, less serious than murder",0
type genus of the Istiophoridae,species of fish,0
a nonsteroidal anti-inflammatory drug (trade name Relafen),clinical trial,0
fire delivered by artillery,class of weapons which fires munitions beyond the range and power of personal weapons,0
a faint constellation in the polar region of the southern hemisphere near Apus and Mensa,song by Culture Club,0
of or relating to or characteristic of Calcutta or its inhabitants,"Capital of West Bengal, India",1
a kitchen appliance for baking waffles; the appliance usually consists of two indented metal pans hinged together so that they create a pattern on the waffle,episode,0
a spasm of the cardiac sphincter (between the esophagus and the stomach); if the cardiac sphincter does not relax during swallowing the passage of food into the stomach is obstructed,esophageal disease characterized by an inability of the esophagus to move food toward the stomach resulting from the lower esophogeal sphincter not fully relaxing during swallowing,1
the earliest form of the French language; 9th to 15th century,anonymous Old French chanson de geste,0
an island (part of Campania) in the Bay of Naples in southern Italy; a tourist attraction noted for beautiful scenery,French actress and singer,0
fossil gymnospermous plants of the Carboniferous,order of plants (fossil),1
a genus of protoctist,coldwater seaweed,0
an antimalarial drug used to treat malaria and amebic dysentery and systemic lupus erythematosus,article,0
a civilian reserve component of the United States Air Force that provides prompt mobilization during war and assistance during national emergencies,"United States Air National Guard base at Stewart International Airport, New York, USA",0
an armored vehicle with the chassis of a tank (but no turret) and a large gun; used as an antitank weapon and to support infantry,combat vehicle type,0
a dish in which sugar is served,small bowl for holding sugar,1
Eurasian mullein with showy purple or pink flowers,species of plant,1
a red dyestuff consisting of dried bodies of female cochineal insects,species of insect,1
become looser or slack,sport similar to tightrope walking,1
type genus of the Gavialidae,species of reptile (fossil),0
a political orientation of a people or a government to maintain a strong military force and to be prepared to use it aggressively to defend or promote national interests,ideology that opposes militarism,0
a genus of fragrant herbs of the family Labiatae in the western United States,genus of plants,1
common North American green or brownish frog having white-edged dark oval spots,"spring in Maricopa County, United States of America",0
type genus of the Notonectidae: backswimmers,genus of insects,1
"pretend to be knocked out, as of a boxer",playing an allegedly-competitive game to a pre-determined result,1
of hair color; pale yellowish to yellowish brown,actress,0
former genus of primitive man; now Homo soloensis: comprises Solo man,hominid fossil - extinct,0
a drawing intended to explain how something works; a drawing showing the relation between the parts,article,0
a revised version of the King James Version,1901 English translation of the Bible,1
a Bantu language closely related to Zulu,Xhosa noble,0
a small vascular growth on the surface of a mucous membrane,polyp that involves the large intestine,0
a branch of a river made by water flowing from the main stream only when the water level is high,"a surf company, primarily a clothing retailer",1
(Greek mythology) god of the heavens; son and husband of Gaea and father of the Titans in ancient mythology,"primordial Greek deity, god of the Sky",1
the official state language of Nepal,Nepali actor,0
a person who shoes horses,researcher,0
a check drawn against funds deposited in your personal checking account,method of payment,1
genus of evergreen trees or shrubs; fruit is a drupe; grows in Africa through Arabia to India and China,genus of reptiles,0
incapable of being atoned for,war,1
communication by paranormal means,person said to mediate communication between spirits of the dead and other human beings,1
a field on which the buildings of a university are situated,journal,0
tall leafy plant with erect branches ending in large yellow flower heads with downward-arching rays; grow in Rocky Mountains south to Arizona and east to the Atlantic coast,variety of plants,0
having a projecting lower jaw,Protrusion of the upper or lower human jaw,1
not having been commercialized,"cave managed by an organization and made accessible to the general public, usually for an entrance fee",1
type genus of the Ceratopogonidae,species of insect (fossil),0
a ditch with one side being a retaining wall; used to divide lands without defacing the landscape,album by Ultravox,0
an officer in command of a military unit,"street in Paris, France",0
round greenish-white squash having one face flattened with a scalloped edge,vegetable,1
the act of discouraging,journal article; published in The American Journal of Bioethics in 2013,0
a wall erected on the line between two properties and shared by both owners,"City of Westminster, Greater London, W1G",0
English rock star and bass guitarist and songwriter who with John Lennon wrote most of the music for the Beatles (born in 1942),"musician, writer",0
a mercantile establishment consisting of a row of various stores and business and restaurants along a road or busy street; usually opening on a parking lot,"Strip mall near George Town in Penang, Malaysia",0
a tube inserted into the trachea through the nose and pharynx; used to deliver oxygen,clinical trial,1
a means of digital communications that is capable of very high speeds; suitable for transmission of images or voice or video as well as data,Asynchronous Transfer Mode networking technology,0
displaying or setting off to best advantage,remix album by Sneaker Pimps,0
of western North America,painting by Mary Vaux Walcott,0
of or pertaining to adventurism,exciting or unusual experience,1
type genus of the Haemulidae,article,0
someone who loves (and usually collects) books,English painter and art historian,0
a monocotyledonous genus of the family Orchidaceae,species of plant,0
Old World perennial having foliage resembling cypress; naturalized as a weed in the United States,species of plant,1
type genus of the family Palinuridae,species of insect,0
southeastern United States to northern Mexico and Jamaica,species of plant,1
a style of popular music in the 1950s; based on American folk music and played on guitars and improvised percussion instruments,band,0
impregnate with the virus or germ of a disease in order to render immune,method of purposefully infecting a person with smallpox (Variola),1
a stout spreading or semi-climbing tropical shrub with round brownish-red warty fruit; Africa,species of plant,1
the capital of Mali; located in the south on the Niger,airport,0
sweet topping especially for pies made of beaten egg whites and sugar,sweet meringue-based confectionery,0
a store selling a limited variety of food and pharmaceutical items; open long hours for the convenience of customers,American convenience store and gas station chain,0
of parasites; passing through different stages of the life cycle on different host species,"The process in which a dikaryotic spore of typically a rust fungus is produced in an aecium; in heteroecious rusts, the aeciospore is a spore stage that infects the alternate host.",1
a small vascular growth on the surface of a mucous membrane,abnormal growth of tissue projecting from a mucous membrane,1
a person belonging to no caste,"Zimmerman, Eve - 2008",0
inflammation of the uterine cervix,clinical trial,0
showing great reverence for god,English exemplar of godly life,0
Asiatic shrub cultivated for its rosy red flowers,genus of plants,0
a kiln for drying hops,"Woodnesborough, Dover, Kent, CT13",0
stout perennial herb of western United States having flower heads with drooping orange-yellow rays; causes spewing sickness in sheep,species of plant,1
(from 16th to 19th centuries) gates set across a road to prevent passage until a toll had been paid,governmental agency in Texas,0
fourth Thursday in November in the United States; second Monday in October in Canada; commemorates a feast held in 1621 by the Pilgrims and the Wampanoag,holiday in Canada,0
any tree of the genus Liquidambar,genus of plants,1
type genus of the Haemulidae,species of fish,0
a writer of folktales,"consists of legends, music, oral history, proverbs, jokes, popular beliefs, fairy tales, etc.",0
evergreen shrub of the Pacific coast of the United States having showy yellow or blue flowers; naturalized in Australia,species of plant,1
a segmented marine worm with bright red body; often used for bait,family of insects,1
small roundworm parasitic on wheat,"Washington, D.C. :U.S. Dept. of Agriculture,1920. | U.S. Department of Agriculture, National Agricultural Library View Book",1
first wife of Henry VIII; Henry VIII's divorce from her was the initial step of the Reformation in England (1485-1536),"Dogmersfield, Hart, Hampshire, RG27",0
a macintosh made from cotton fabric treated with oil and pigment to make it waterproof,irish rugby league player,0
a rich custard set with gelatin,custard sauce,1
dilute acetic acid,species of insect,0
showy perennial herb with white flowers; leaves sometimes used as edible greens in southeastern United States,species of plant,1
transport by dematerializing at one point and assembling at another,terrestrial radio station for communication with spacecraft,0
a heavy woodscrew with a square or hexagonal head that is driven in with a wrench,clinical trial,0
trading in bonds (usually by a broker on the floor of an exchange),Foundation which serves the over-the-counter (OTC) market and bond trading of Taiwan,1
having excessive sexual desire or appeal,excessive arousal and interest in sex,1
medium-sized Caucasian much-branched tree distinguished from other walnut trees by its winged fruit,species of plant,1
the practice of offering something (usually money) in order to gain an illicit advantage,US Label,0
common edible oyster of Atlantic coast of North America,human settlement in United States of America,1
a family of fungi closely related to the family Polyporaceae except that the tubes on the undersurface of the cap are separate from each other,genus of fungi,0
comedy that uses black humor,Australian television comedy series,0
a heart condition marked by paroxysms of chest pain due to reduced oxygen to the heart,"Drugs that bind to but do not activate beta-adrenergic receptors thereby blocking the actions of beta-adrenergic agonists. Adrenergic beta-antagonists are used for treatment of hypertension, cardiac arrhythmias, angina pectoris, glaucoma, migraine h",0
deciduous monoecious trees of Europe and Asia and America; sometimes placed in subfamily or family Carpinaceae,subspecies of plant,0
a thick soup made of dried peas (usually made into a puree),thick soup usually made out of dried split peas,1
any of numerous trees of the genus Albizia,genus of plants,1
a timber measuring (slightly under) 2 inches by 4 inches in cross section,wood that has been processed into beams and planks,1
of or pertaining to Martin Luther or his teachings,large Lutheran denomination in the United States,0
a genus of Formicariidae,genus of birds,1
a photograph made by an early photographic process; the image was produced on a silver plate sensitized to iodine and developed in mercury vapor,"1st commercially successful photographic process, invented by L. Daguerre in 1839: a silver-plated copper sheet is treated to make light-sensitive, exposed in a camera, developed with mercury vapor, treated to remove light-sensitivity, gilt, sealed",0
deciduous shrub or small tree with pyramidal flower clusters,species of plant,1
East Indian tree having long pods containing a black cathartic pulp used as a horse medicine,species of plant,1
large family of chiefly saprophytic fungi that includes many common molds destructive to food products,genus of fungi,0
(British slang) disorderly or chaotic,compilation album by The Flaming Lips,1
a fast-growing tropical American evergreen having white flowers and white fleshy edible fruit; bark yields a silky fiber used in cordage and wood is valuable for staves,Work of the Brasiliana Iconográfica collection,0
type genus of the Icteridae,species of bird,0
a branch of a river made by water flowing from the main stream only when the water level is high,Surf Award,0
a family of fungi belonging to the order Helotiales,genus of fungi,0
a game played by two teams of 11 players on a rectangular field 100 yards long; teams try to get possession of the ball and advance it across the opponents goal line in a series of (running or passing) plays,A form of team game played with an oval ball on a field marked out as a gridiron. Points are scored mainly through touchdowns and field goals. Each side has eleven players on the field at any time.,1
any unit of length based on the breadth of the human hand,unit of measurement of length equal to 101.6 millimetres (4 in),0
a small town in a cattle-raising area of western North America,hot jazz/western swing trio,0
a device consisting of a container of fuel and two explosive charges; the first charge bursts open the fuel container at a predetermined height and spreads the fuel in a cloud that mixes with atmospheric oxygen; the second charge detonates the cloud which creates an enormous blast wave and incinerates whatever is below,family name,0
a timber measuring (slightly under) 2 inches by 4 inches in cross section,"1982 live album by Sharon, Lois & Bram",0
English breed of strong stocky dog having a broad skull and smooth coat,dog breed,1
a bass horn (brass wind instrument) that is the tenor of the tuba family,"Canadian conductor, composer, euphonium player, violinist, and music educator",0
any worm of the Chaetognatha; transparent marine worm with horizontal lateral and caudal fins and a row of movable curved spines at each side of the mouth,article,0
a genus of tropical American trees and shrubs of the myrtle family,genus of plants,1
meat from a domestic hog or pig,species of Cestoda,0
a genus of Istiophoridae,Wikimedia category,0
a master's degree in business,Scientist,0
a branch of a river made by water flowing from the main stream only when the water level is high,oxbow lake in Australia,0
a body of water cut off from a larger body by a reef of sand or coral,diocese of the Catholic Church,0
type genus of Cycadaceae: genus of widely distributed Old World evergreen tropical trees having pinnate leaves and columnar stems covered with persistent bases of old leaves,genus of plants,1
a number representing a quantity assumed to have a fixed value in a specified mathematical context,"former commune in Cantal, France",0
someone whose income is from property rents or bond interest and other investments,"person whose income derives from rents, interest on investments, and other passive returns",1
an Asian river; flows through a large delta in southern Vietnam into the South China Sea,region in southwestern Vietnam,0
genus of tropical trees,species of plant,0
the first month of the Islamic calendar,Iranian footballer,0
a storage pile accumulated for future use,pile or storage location for bulk materials,1
genus of woody Asiatic vines: kudzu,genus of plants,1
pantropical floating plant forming a rosette of wedge-shaped leaves; a widespread weed in rivers and lakes,article in Otto's encyclopedia,0
duty of a child to its parents,Confucian virtue,1
type genus of the family Ostreidae,genus of molluscs,1
someone who broadcasts the news,American newscaster,0
a body of water cut off from a larger body by a reef of sand or coral,region of Côte d'Ivoire,0
any of various minerals consisting of hydrous silicates of aluminum or potassium etc. that crystallize in forms that allow perfect cleavage into very thin leaves; used as dielectrics because of their resistance to electricity,river in the United States of America,0
a genus of Proteidae,"Urbana, Ill.,University of Illinois,1935 | University Library, University of Illinois Urbana Champaign View Book",0
an economist who specializes in microeconomics,American microeconomist,0
type genus of the family Pectinidae: sea and bay scallops,genus of molluscs,1
a dispenser that holds a substance under pressure and that can release it as a fine spray (usually by means of a propellant gas),abstract,0
a hook for pulling a button through a buttonhole,"tool for closing small buttons on clothing, shoes, or gloves",1
type genus of the Pucciniaceae; a large genus of parasitic fungi including many that are destructive to various economic plants,article,0
common North American yellow-flowered plant,species of plant,1
Russian composer of operas and orchestral works (1839-1881),"street in Paris, France",0
having a bone structure that is massive in contrast with the surrounding flesh,having more body fat than is optimally healthy,1
a lack of knowledge or recognition,article,1
a lawsuit alleging violations of civil law by the defendant,civil action brought in a court of law,1
type and sole genus of the family Leiopelmatidae,synonym of Leiopelma,0
venom secreted by certain snakes,venom,1
the capital of Mali; located in the south on the Niger,association football club,0
all the animal life in a particular region or period,journal,0
tropical American fern having fronds with white undersides,variety of plants,0
Asiatic shrub or small tree widely planted in United States and Europe; in some classifications assigned to its own genus,species of plant,1
converter for transmitting and amplifying torque (especially by hydraulic means),Wikimedia category,0
a coil for producing a high voltage from a low-voltage source,journal article; published in Annals of Science in 1965,0
(physics) the law that states any two bodies attract each other with a force that is directly proportional to the product of their masses and inversely proportional to the square of the distance between them,journal article; published in Annals of Science in 1968,0
a speech of exhortation attempting to instill enthusiasm and determination in a team or staff,Speaker intended to motivate the audience,1
an ancient liturgical hymn,setting of the canticle Te Deum in D major composed by George Frideric Handel,0
(law) a gift of personal property by will,act of giving (not the act of receiving) property by will,1
excessively or unduly careful,extended play by End of Fashion,1
valuable Philippine timber tree,species of plant,1
weedy herb of the eastern United States to Texas having golden-yellow flowers; sometimes becomes invasive; sometimes placed in genus Senecio,variety of plant,0
any of numerous often hairy plants of the genus Hieracium having yellow or orange flowers that resemble the dandelion,species of plant,0
marigolds,Tall upright marigold plant from the genus Tagetes,1
disease of plum and cherry trees characterized by black excrescences on the branches,species of fungus,1
Dutch architect and town planner (1856-1934),German theologian,0
genus of tropical hardwood timber trees,species of plant,0
covered with bony plates,"thin horizontal bony plate of the skull, located in the roof of the mouth",1
not mated sexually,animal,1
genus of tall reedlike tropical American orchids; includes species with pods used locally as a substitute for vanilla,genus of plants,1
herb of tropical America having vanilla-scented flowers; climbs up trees,Wikimedia category,0
egg-shaped terra cotta wind instrument with a mouthpiece and finger holes,species of virus,0
a genus of Trochilidae,species of bird,0
an officer in command of a military unit,third rank of the French Legion of Honour,0
loosestrife: a cosmopolitan genus found in damp or swampy terrain having usually yellow flowers; inclined to be invasive,variety of plant,0
bushy houseplant having white to pale pink flowers followed by racemes of scarlet berries; tropical Americas,industrial park,0
any person who is on your side,person who displays characteristics of heroism,1
lily of eastern Mediterranean and the Balkans with broad funnel-shaped white flowers,2016 film directed by Hideo Nakata,0
a bracket to support a shelf,drawing in the National Gallery of Art (NGA 23895),1
upright rhizomatous perennial with bright blue flowers; southern Europe,species of plant,1
a sweet eating apple with bright red skin; most widely grown apple worldwide,"Washington, D.C. :U.S. Dept. of Agriculture, Agricultural Research Service,1972. | U.S. Department of Agriculture, National Agricultural Library V",0
data processing using sophisticated data search capabilities and statistical algorithms to discover patterns and correlations in large preexisting databases; a way to discover new meaning in data,journal,0
a post bearing a sign that gives directions or shows the way,"Stockport, Greater Manchester, SK1",0
formerly the largest Soviet Socialist Republic in the USSR occupying eastern Europe and northern Asia,conflict,0
the highest court in most states of the United States,High Court for Indian state of Kerala & Lakshadweep at Kochi,0
a flamboyant deceiver; one who attracts customers with tricks or jokes,book,0
any immature mammal,"The chemical reactions and pathways involving prolactin, a protein hormone of the anterior pituitary gland that promotes lactation in response to the suckling stimulus of hungry young mammals.",1
an adherent of Mahayana Buddhism,branch of Buddhism,1
genus of tropical herbs or subshrubs having flowers in close heads; tropical America and Australia,species of plant,0
a faint constellation in the polar region of the southern hemisphere near Apus and Mensa,ancient Greek philosopher,0
tall grass having cattail like spikes; grown in Africa and Asia for its grain and in the United States chiefly for forage; sometimes used in making beer,"species of plant, Pearl millet",1
not finally or definitely formed,any uncrystallized syrup made during the refining of sugar,1
type genus of the Gerrididae,family of insects,0
a traditional theme or motif or literary convention,standardised method of treating a theme in literature,1
vomiting blood,vomiting of blood,1
(especially of clothing) made in standard sizes and available from merchandise in stock,mass-produced clothing in standard sizes,1
the capital of Croatia,capital city of Croatia,1
shaped like a brick,"medium-soft brick-shaped cheese from Wisconsin, US, whose color ranges from pale yellow to white, with a sweet and mild flavor when young, and a strong, ripe flavor when mature",0
very large yellowish-brown American silkworm moth with large eyespots on hind wings; larvae feed on fruit and shade trees,species of insect,1
an instrument that detects ionizing radiation from elementary particles,device used in particle physics for detecting electrically charged particles,1
an adherent of the teachings of Socinus; a Christian who rejects the divinity of Christ and the Trinity and original sin; influenced the development of Unitarian theology,Christian doctrines taught by Lelio and Fausto Sozzini,1
soup made from chicken broth,primarily liquid food,0
a genus of Dasypodidae,genus of trilobites,1
rare green to black mineral consisting of hydrated copper arsenate that is found in copper deposits,article,0
central nervous system stimulant (trade name Ritalin) used in the treatment of narcolepsy in adults and attention deficit disorder in children,clinical trial,0
the codefendant charged with adultery with the estranged spouse in a divorce proceeding,journalist specializing in coverage of armed conflicts,1
a transmission from Earth to a spacecraft or the path of such a transmission,communication link from a terminal to a satellite or network,1
anaerobic Gram-positive rod bacterium that produces epsilon toxin; can be used as a bioweapon,species of bacterium,1
a herder of sheep (on an open range); someone who keeps the sheep together in a flock,"mountain in Wyoming, United States of America",0
the small common North American bat; widely distributed,article,0
a genus of Proteidae,subspecies of amphibian,0
"coelenterate genus of order Madreporaria, including staghorn corals",genus of cnidarians,1
articles of clothing worn about the neck,"fine cord loops, often with elaborate worked tassels, used in pairs to fasten ruffs, falling bands and other neckwear in the 16th and 17th centuries",0
(ecology) the status of an organism within its environment and community (affecting its survival as a species),scientific journal article,0
a kitchen utensil used for mashing (e.g. potatoes),song or composition created by blending two or more pre-recorded songs,0
small genus of Asian trees or shrubs,variety of plant,0
the act of intersecting (as joining by causing your path to intersect your target's path),concept in mathematics,0
a specially trained elite unit of the United States Army,Wikimedia category,0
a baby conceived by fertilization that occurs outside the mother's body; the woman's ova are removed and mixed with sperm in a culture medium - if fertilization occurs the blastocyte is implanted in the woman's uterus,band that plays punk rock,0
of or relating to a segmentation cavity,An increase in size of a blastocyst due to expansion of the blastocoelic cavity cell shape changes and cell proliferation.,1
formerly the largest Soviet Socialist Republic in the USSR occupying eastern Europe and northern Asia,"subdivision of the Russian SFSR, Soviet Union",0
the score of a baseball game,run scored in baseball,1
a spring that discharges hot water and steam,German author,0
a genus of Stromateidae,species of Actinopterygii,0
a former inlet of the North Sea in the northern coast of the Netherlands; sealed off from the sea in 1932 by a dam that created the IJsselmeer,print in the National Gallery of Art (NGA 8951),0
a garden tool for trimming hedges,garden tool,1
a small order comprising only the tree shrews: in some classifications tree shrews are considered either primates (and included in the suborder Prosimii) or true insectivores (and included in the order Insectivora),article,0
"a disease affecting the canes of various bush fruits (e.g., raspberries or currants)",article,1
a family of Nematoda,genus of worms,0
genus of Old World herbs with linear entire leaves and yellow or purple flower heads,genus of plants,1
newly formed outer wood lying between the cambium and the heartwood of a tree or woody plant; usually light colored; active in water conduction,article,0
bending the knees; a gesture of respect made by women,painting by Nicholas Africano,0
a list of people who died recently,extended play,0
(mathematics) the trigonometry of spherical triangles,branch of spherical geometry that deals with the relationships between trigonometric functions of the sides and angles of the spherical polygons,1
a privately owned warship commissioned to prey on the commercial shipping or warships of an enemy nation,the athletic program of the above school,0
(from 16th to 19th centuries) gates set across a road to prevent passage until a toll had been paid,"a commission created to construct, finance, operate, and maintain the Pennsylvania Turnpike",0
short-tailed Old World burrowing rodent with large cheek pouches,subfamily of mammals,0
type genus of the Kinosternidae,species of reptile,0
a herder of sheep (on an open range); someone who keeps the sheep together in a flock,1911 silent short film,0
a container with a handle and a spout with a perforated nozzle; used to sprinkle water over plants,ceramic at the Cleveland Museum of Art,0
western subspecies of northern oriole,species of bird,1
small Brazilian evergreen resinous tree or shrub having dark green leaflets and white flowers followed by bright red fruit; used as a street tree and lawn specimen,species of plant,1
a religion founded in Iran in 1863; emphasizes the spiritual unity of all humankind; incorporates Christian and Islamic tenets; many adherents live in the United States,place of worship for the Bahá'í Faith,0
a criminal who is a member of gang,groupings of highly centralized criminal enterprises,0
the start of breast development in a woman at the beginning of puberty,The beginning of development of the breasts in the female.,1
an order of plants of the subclass Asteridae including: Campanulaceae; Lobeliaceae; Cucurbitaceae; Goodeniaceae; Compositae,order of plants,1
a year that is not a leap year,article published 2013,0
a low bed to be slid under a higher bed,American philosopher,0
North American evergreen fern having pinnate leaves and dense clusters of lance-shaped fronds,article,0
having sagging folds of flesh beneath the chin or lower jaw,American actress,0
the practice of offering something (usually money) in order to gain an illicit advantage,cases of corruption by officials and associates connected with FIFA,0
type genus of the Ammodytidae,species of reptile,0
a kingbird that breeds in North America and winters in tropical America; distinguished by a white band on the tip of the tail,species of bird,1
a widely used inhalation anesthetic,article,0
a floor covering,actor,0
the film industry of India,Hindi language film industry,1
(Greek mythology) god of the heavens; son and husband of Gaea and father of the Titans in ancient mythology,largest moon of Uranus,0
those in charge of running a business,journal,1
very small northern fish; forage for sea birds and marine mammals and other fishes,Spanish businessperson,0
the trait of being meticulous about matters of taste or style,liquid or gel used for the growth of microorganisms or cells,1
bushy Eurasian shrub with glossy leathery oblong leaves and yellow-green flowers,Wikimedia category,0
a container filled with water that surrounds a machine to cool it; especially that surrounding the cylinder block of an engine,"water-filled casing surrounding a device, typically a metal sheath having intake and outlet vents to allow water to be pumped through and circulated",1
the boundary between the Earth's crust and the underlying mantle,German film producer,0
one of many families or subfamilies into which some classification systems subdivide the Liliaceae but not widely accepted; includes genus Hosta,subfamily of plants,1
genus of twining leafless parasitic herbs lacking chlorophyll: dodder,article,0
type genus of the Cracidae: curassows,species of bird,0
the sentimental feeling you have about someone you once loved but no longer do,album by Lark,1
the person who directs the making of a film,administrator of college or high school sports program,0
a pasture grass (especially of western coastal regions of North America),species of grass,1
the basic unit of money in Belize,currency,1
a reptile genus of Therapsida,Wikimedia template,0
widely distributed genus of herbs with milky juice; includes some cosmopolitan weeds,article,0
a committee in the executive branch of government that advises the president on foreign and military and national security; supervises the Central Intelligence Agency,cell line,0
small asexual reproductive structure in e.g. liverworts and mosses that detaches from the parent and develops into a new individual,Italian actor,0
attractive wrapping paper suitable for wrapping gifts,novel by Charlaine Harris,0
a woman entrusted with the care and supervision of a child (especially in a private home),woman employed to teach and train children in a private household,1
a fungus causing dry rot,"Washington, D.C. :U.S. Dept. of Agriculture,1920. | Multiple institutions View Book",0
tall graceful breed of hound with a long silky coat; native to the Near East,flag carrier airline of Afghanistan,0
a clay-like mineral; the chief ore of aluminum; composed of aluminum oxides and aluminum hydroxides; used as an abrasive and catalyst,aluminium ore,1
a genus of dicotyledonous trees of the family Sapindaceae that are native to Asia and Australia,genus of plants,1
a reception held in your own home,married family member whose main occupation is running or managing the family's home (for unmarried use Q1934684),0
someone who makes or repairs locks,English locksmith and inventor,0
the person who directs the making of a film,person who leads a particular area of a company or organisation,0
deciduous monoecious trees of Europe and Asia and America; sometimes placed in subfamily or family Carpinaceae,article,0
resembling a spike,"unbranched, indeterminate type of inflorescence bearing pedicellate flowers along its axis",1
a landlocked republic in eastern Europe; formerly a European soviet but achieved independence in 1991,"locality in Caraș-Severin County, Romania",0
the independent agency that oversees management of federal government records including presidential libraries and historic collections,prefecture of Japan,0
a fungus with a drab squamulose cap and grey-brown squamules over the white background of the stalk and waxy grey-white gills,species of fungus,1
first wife of Henry VIII; Henry VIII's divorce from her was the initial step of the Reformation in England (1485-1536),painting by Edwin Austin Abbey (Yale 1937.2142),0
"carry away rapidly and secretly, as if mysteriously",trope in Japanese mythology about people being abducted by an angry god,1
a large fungus with whitish scales on the cap and remnants of the veil hanging from the cap; the stalk is thick and hard,species of fungus,1
savory jelly based on fish or meat stock used as a mold for meats or vegetables,1968 British spy film,0
enlargement of the right ventricle of the heart due to disease of the lungs or of the pulmonary blood vessels,clinical trial,0
a branch of a river made by water flowing from the main stream only when the water level is high,2016 film,0
the enormous gorge of the Colorado River in northern Arizona,state of the United States of America,0
(Islam) a Muslim place of worship,district of Indonesia,0
begin to play or sing,television series,1
having no color,human disease,1
a large retail store organized into departments offering a variety of merchandise; commonly part of a retail chain,Italian comune,0
someone who grows and deals in flowers,person preparing and selling flowers,1
an integer that has no integral factors but itself and 1,natural number greater than 1 that has no positive integer divisors other than 1 and itself,1
type genus of the Diodontidae,a porcupinefish found in the waters of southern Australia,0
a family of Lemuroidea,"diurnal, medium-sized lemur",0
bushy Eurasian shrub with glossy leathery oblong leaves and yellow-green flowers,1965 film by Patrick Barton,0
sometimes the FDA approves a drug for general use but requires the manufacturer to continue to monitor its effects; during this phase the drug may be tried on slightly different patient populations than those studied in earlier trials,album by Art Zoyd,0
type genus of the Ambystomatidae,genus of amphibians,1
flesh of fish found in colder waters of northern Atlantic coast of the United States,European association football tournament for clubs,0
someone who loves (and usually collects) books,British book collector,0
a river in eastern Brazil flowing into the Atlantic Ocean,Cycling team,0
shrubby honeysuckle with purple flowers; western North America,species of plant,1
swimsuit worn by men while swimming,"Enjoying getting wet while being clothed or fully clothed (with shoes...), no swimsuit nor waterwear of any kind (swimming trunks/ bikini's, wetsuit...)",0
an earthball fungus that is a dingy brownish yellow and a dark purplish interior; the peridium is covered with a pattern of small warts,Wikimedia category,0
a white salt (K2CO3) that is basic in solution; used to make glass and cleansing agents,chemical compound,1
a scale of hardness of solids; talc is 0 and diamond is 10; ordering is determined by which substance can scratch another substance,qualitative ordinal scale characterizing scratch resistance of various minerals,1
having no lid,species of reptile,1
make open to sight or notice,type of government agency for registering inventions,0
not enclosed by a fence,article,0
"standard time in the 6th time zone west of Greenwich, reckoned at the 90th meridian; used in the central United States",standard time (UTC+01:00),0
a civilian reserve component of the United States Air Force that provides prompt mobilization during war and assistance during national emergencies,"town in Ang Thong province, Thailand",0
a genus of Istiophoridae,species of fish,0
the capital and largest city of Haiti,German diplomatic mission,0
an island (part of Campania) in the Bay of Naples in southern Italy; a tourist attraction noted for beautiful scenery,"US 1960s rock and roll record label established in Conroe, TX",0
ornamental needlework done by drawing threads to form lacelike patterns,drawing in the National Gallery of Art (NGA 13402),1
a genus of Carangidae,Wikimedia template,0
a ceremonial dance performed by Amerindians at the summer solstice,journal article; published in History in 1973,0
genus of evergreen shrubs and trees of tropical and subtropical regions of South and Central America and Canary Islands and China,species of plant,0
the person for whom something is named,"Greek mythological character, king and eponym of Argos",0
an extendible bridge for loading passengers onto large commercial airplanes; provides protected access to the plane from the gate,Wikimedia category,0
genus of tropical plants with creeping rootstocks and small umbellate flowers,genus of plants,1
a semiconductor device made of materials whose resistance varies as a function of temperature; can be used to compensate for temperature variation in other components of a circuit,thermistor whose resistance decreases with temperature,0
(Greek mythology) the goddess of health; daughter of Aesculapius and sister of Panacea,"historic farm property in Foster, Rhode Island",0
a foreign policy of staying out of other countries' disputes,foreign policy principle,1
French choreographer and ballet dancer (born in Russia) (1895-1979),ballet dancer,1
rare-roasted beef tenderloin coated with mushroom paste in puff pastry,American professional wrestler,0
the front of a shirt (usually the part not covered by a jacket),false shirt-front,1
genus of dry wood termites; cosmopolitan in distribution; sometimes considered a subgenus of Kalotermes,Species of termite,0
a specially trained elite unit of the United States Army,Wikimedia template,0
