text1,text2,is_same
the quality of a rake,British footballer,1
an epithet for Jupiter,king of the gods in ancient Roman religion and myth,1
a scale of hardness of solids; talc is 0 and diamond is 10; ordering is determined by which substance can scratch another substance,qualitative ordinal scale characterizing scratch resistance of various minerals,1
a case for carrying spectacles,container that stores and protects eyeglasses,1
lorikeet with a colorful coat,species of bird,1
handsomely striped or mottled wood of the zebrawood tree; used especially for cabinetwork,type of wood,1
an agaric with a brilliant scarlet cap and a slender stalk,species of fungus,1
tall active short-tailed French breed of bird dog having a usually smooth orange- or liver-and-white coat,dog breed,1
hard heavy red wood of the red lauan tree; often sold as Philippine mahogany,species of plant,1
a messenger who carries military dispatches (usually on a motorcycle),Scout and dispatch rider,0
moth whose larvae feed on grain,"New Orleans :Agricultural Research Service, U.S. Dept. of Agriculture,1976. | U.S. Department of Agriculture, National Agricultural Library View Book",0
herbs and subshrubs: African daisy,species of plant,0
widespread weed with pale purple-blue flowers,orthographical variant,0
the council in 1431-1439 that concentrated on the elimination of heresies and on reforms within the Roman Catholic Church,17th ecumenical council,1
grass native to West Indies but common in southern United States having tufted wiry stems often infested with a dark fungus,venue where the sport of tennis is played. It is a firm rectangular surface with a low net stretched across the center. The same surface can be used to play both doubles and singles matches,0
small shrubby tree of western North America (Alaska to Oregon),Wikimedia category,0
huge herbivorous dinosaur of Cretaceous found in Argentina,Genus of titanosaurian sauropod dinosaur,1
in an appealing but bold manner,"character from Shakespeare's ""Midsummer Night's Dream"" play",0
not encumbered with a physical burden or load,1983 film by Marcel Schüpbach,0
a steam-powered automobile,company,0
subshrub having short leafy stems and numerous small flower heads with nearly round yellow-orange rays; Arizona south to Mexico and east to Kansas,painting by Mary Vaux Walcott,0
the modal logic of belief and disbelief,modal logic concerned with reasoning about beliefs,1
having no money,"writer, activist, freeconomist",0
squash plant bearing small acorn-shaped fruits having yellow flesh and dark green or yellow rind with longitudinal ridges,painting by Henry Lee McFee,0
a very narrow necktie usually tied in a bow,English photographer and bondage artist,0
tall perennial of the eastern United States having large basal leaves and white summer flowers,species of plant,1
any of several large freshwater leeches,lake of the United States of America,1
tending to (or intended to) detract or disparage,article,1
has a moving magnet and astatic coils arranged to cancel the effect of the Earth's magnetic field,Nobili astatic galvanometer,0
an antidepressant drug that acts as a monoamine oxidase inhibitor,chemical compound,1
gear with the thread of a worm,journal article; published in Advanced Robotics in 2014,0
a fungus with a round yellow to orange fruiting body that is found on the surface of the ground or partially buried; has a distinctive sterile column extending into the spore-bearing tissue,species of fungus,1
evergreen shrub or small tree found on Catalina Island (California),species of plant,0
an altimeter that uses the boiling point of water to determine land elevation,"meteorological instrumentation, instrument for measuring height or elevation;  instrument used in hypsometry, which estimates the elevation by boiling water – water boils at different temperatures depending on the air pressure, and thus altitude",1
type genus of the Helotiaceae,species of fungus,0
having the same vowel sound occurring with different consonants in successive words or stressed syllables,repetition of vowel sounds to create internal rhyming within phrases or sentences; one of the building blocks of verse,1
a crystalline tetrabasic acid (H4P2O6),chemical compound,1
an early form of color TV in which successive fields are scanned in three primary colors,"A color television system in which the primary color information is transmitted in successive images, and which relies on the human vision system to fuse the successive images into a color picture.",1
any of various plants of the family Haemodoraceae; roots contain a deep red coloring matter,family of plants,1
a minute scale,species of bird,1
rare small cypress native to northern California; sometimes considered the same species as gowen cypress,species of plant,1
cause to throb or beat rapidly,"spring in Park County, United States of America",1
fast-growing and tightly branched hybrid of Ligustrum ovalifolium and Ligustrum obtusifolium,species of plant,1
common western European partridge with red legs,article,0
what is left of your pay after deductions for taxes and dues and insurance etc,Wikimedia list article,1
type genus of the Helotiaceae,species of fungus,0
a Loloish language,ethnic group,0
Asiatic shrub cultivated for its rosy red flowers,Wikimedia category,0
orchid with spikes of many fragrant white flowers on erect leafy stems; of wet or boggy ground through most of the West and northern North America,species of plant,1
completely acceptable; not open to exception or reproach,the process of calling into question the credibility of an individual testifying in a trial,1
a cheaper form of telegram that is sent abroad for delivery the next day,"written correspondence April 2, 1941",1
birth of a child after the father has died,birth after the death of a parent,1
a wheatgrass with straight terminal awns on the flowering glumes,species of plant,1
a large fungus with whitish scales on the cap and remnants of the veil hanging from the cap; the stalk is thick and hard,species of fungus,1
exuberant liveliness,article,1
small shrubby mallee,variety of plant,0
a patrol provided by aircraft,military flying mission conducted by fighter aircraft to deny enemy aircraft use of a specified airspace,1
a white crystalline ester that is applied to mucous membranes as a local anesthetic,chemical compound,1
the largest known star,star in the northern constellation of Auriga,1
a disparaging term for an appointee,"Welsh lawyer, placeman and educational benefactor (d.1574)",1
"a mountain in the Kunlun range in China (25,340 feet high)",mountain,1
moth whose larvae feed on grain,"New Orleans :Agricultural Research Service, U.S. Dept. of Agriculture,1976. | U.S. Department of Agriculture, National Agricultural Library View Book",0
deprive through death,clinical trial,1
grass native to West Indies but common in southern United States having tufted wiry stems often infested with a dark fungus,venue where the sport of tennis is played. It is a firm rectangular surface with a low net stretched across the center. The same surface can be used to play both doubles and singles matches,0
a card expressing an Easter greeting,greeting card for the Easter holiday,1
eastern United States bush pea,species of plant,1
a bank holding company owning several banks,multibank holding company,1
a constituent in Latin grammar; a noun and its modifier can function as a sentence modifier,grammar of the Latin language,1
a fungus with a velvety stalk and usually a dingy brown cap; injured areas turn blue instantly,species of fungus,1
a genre of French painting characterized by bright flat shapes and symbolic treatments of abstract ideas,art movement,1
a punch made of rum and brandy and water or tea sweetened with sugar syrup,rum-based cocktail,1
Temperate Zone between the Arctic Circle and the Tropic of Cancer,hovers around the same temperature,1
relaxed and leisurely; without hurry or haste,thorough and unhurried visualization of the client,1
a girl with an attractive bust who wears tight sweaters,1942 film by William Clemens,0
stock held by stockholders of record on a given date,British record producer,0
a rocket having two or more rocket engines (each with its own fuel) that are fired in succession and jettisoned when the fuel is exhausted,United States' first multistage rocket Intercontinental ballistic missile,0
instruction in the Hebrew language,language,1
in an appealing but bold manner,mythical creature similar to a goblin,1
feeding on berries,animal that feeds on berries,1
an editor program that creates one module from several by resolving cross-references among the modules,computer program producing executable programs,1
a sporangium formed from a single epidermal cell; characteristic of the Filicales or of almost all modern ferns,spore-bearing part of a plant,1
a nationalist leader in the American Revolution and in the creation of the United States,"25 November 1859–08 March 1895 , Texas newspaper editor and Latin American revolutionary leader, nicknamed ""Cato""",0
large genus of herbs widely cultivated for their daisylike flowers,genus of plants,1
tropical American fishes; males are aggressively defensive of their territory,species of fish,1
any of a small family of lizards widely distributed in warm areas; all are harmless and useful as destroyers of e.g. slugs and insects,group of anguid lizards,0
an amphibious operation conducted for the purpose of deceiving the enemy and leading him into a course of action unfavorable to him,type of offensive military operations,1
western subspecies of northern oriole,"scholarly article published in The Auk, January 1890",0
"a mountain peak in the Andes in Bolivia (20,960 feet high)",mountain,1
a lens with a single focus that is used after cataract surgery to provide clear distance vision,clinical trial,1
a wisteria of China having white flowers,species of plant,1
dough used for very light flaky rich pastries,"light, flaky pastry",1
stout perennial grass of western North America,species of plant,1
a helvella with an irregularly convoluted cap that is dark brown when young and becomes dull grey with age; the lower surface of the cap is smooth and pale grey; the stalk is thick and deeply fluted,species of fungus,1
sanicle of northwestern United States and British Columbia having yellow flowers,species of plant,1
beneath your dignity,Wikimedia list article,1
characteristic of the bony face of a cadaver,posterior displacement of the eyeball within the orbit due to changes in the volume of the orbit (bone) relative to its contents,1
slender hairy plant with few leaves and golden-yellow flower heads; sandy desert areas of southeastern California to southwestern Utah and western Arizona and northwestern Mexico,species of plant,1
trade name for an oral contraceptive containing norgestrel,pharmaceutical drug,1
a Bantu language,"Bantu language, mostly spoken mainly within East Africa, national language in Tanzania and one of the official languages of Kenya",0
someone who is willing to trade favors or services for mutual advantage,"tool for relieving areas that cannot easily be reached just by one's own hands, typically the back",1
a cut of beef including the H-shaped rump bone,lower part of the trunk of the human body between the abdomen and the thighs (sometimes also called pelvic region of the trunk,1
lacking in elasticity or vitality,article,1
large Chinese deer surviving only in domesticated herds,Wikimedia category,0
a nuclear weapon with an explosive power equivalent to one million tons of TNT,unit of measurement,1
"an imperfect rhyme (e.g., `love' and `move')","a rhyme in which two words are spelled similarly but pronounced differently; e.g. ""tough / through""",1
not airtight,Wikimedia template,1
an arid sandstone plateau in northeastern Sudan between the Nile and the Red Sea,desert,1
"make wet and dirty, as from rain",Traditional folk song,0
deciduous climber with aerial roots having large flat flower heads,species of plant,1
an ancient Roman road in Italy built by Gaius Flaminius in 220 BC; extends north from Rome to cisalpine Gaul,Ancient Roman Roman road,1
incapable of being perceived or known,view that certain metaphysical claims – such as the existence of God or the supernatural – are unknown and perhaps unknowable,1
North American shrub with whitish canescent leaves,species of plant,1
extract the essence of something by boiling it,extraction by boiling herbal or plant material to dissolve the chemicals of the material,1
a very high boot; used especially for fishing,waterproof boots reaching to the hips,1
having five sides,five-sided reflecting prism,0
smelling of honey,"Honey Scented Black Tea, made in Mountain Chike, Yuli Township, Hualien, TAIWAN",1
public funds used to pay for Medicaid,article,1
an annual weed of northeastern North America with dentate leaves,variety of plant,0
a variety of goldenrod,species of plant,1
crested grey-and-red bird of southwest United States and Mexico,"scholarly article published in The Auk, October 1887",0
a genus of Strigidae,species of bird,0
any of various fabrics (linen or cotton) used to make towels,"absorbent, woven textile with a looped pile on one or both sides",0
tropical American evergreen trees or shrubs,species of plant,0
a peptic ulcer of the duodenum,scientific journal article,0
a morbid fear of freezing,A state of low tempature,1
clematis of California,species of plant,1
requiring an abundance of moisture,article,1
similar to but smaller than alpine hulsea,species of plant,1
a woman who is a native or resident of Cornwall,painting by Henry Herbert La Thangue,0
the area over which a radio or tv transmission can be received,geographic area with mostly the same set of media outlets,1
the last upper premolar and first lower molar teeth of a carnivore; having sharp edges for cutting flesh,tooth type,1
a Loloish language,ethnic group,0
in an appealing but bold manner,"character from Shakespeare's ""Midsummer Night's Dream"" play",0
any lunisolar month in the Hindu calendar,collection of traditional lunisolar calendars of the Hindus,1
bushy New Zealand shrub cultivated for its fragrant white flower heads,species of plant,1
stiff shrub having oblong entire leaves and dense cymes of yellow flowers,species of plant,1
the Yuman language spoken by the Kiliwa,Wikimedia category,0
the fare charged for traveling by train,article,1
deciduous shrub or small tree with pyramidal flower clusters,Wikimedia category,0
a work crew assigned to a section of a railroad,Early 20th-century U.S. slang for crew who maintained railroad tracks,1
small shrubby mallee,variety of plant,0
hemp: genus of coarse annuals native to central Asia and widely naturalized in north temperate regions; in some classifications included in the family Moraceae,article,1
abnormal narrowing of the larynx,Human disease,1
American butterfly having dark brown wings with white and golden orange spots,Wikimedia category,0
resembling a plume,"Withyham, Wealden, East Sussex, TN6",1
low annual European herb naturalized in America; similar to alfilaria,Wikimedia category,0
moralization delivered tediously in a preachy manner,Wikimedia list article,1
protective stockings worn with or in place of boots,decorated upper border or cuff of boot-hose in the 16th and 17th centuries,0
a Chadic language spoken in Chad,Wikimedia category,0
North American moth with grey-winged males and wingless females; larvae are fall cankerworms,species of insect,1
type genus of the Caprimulgidae,species of bird,0
a fungus with a small brown convex cap with a depressed disc; waxy wine-colored gills and a brown stalk; fruits in or near melting snow banks in the western mountains of North America,species of fungus,1
an office where loans are negotiated and repaid,a series in the National Archives and Records Administration's holdings,1
hickory of southern United States and Mexico having hard nutmeg-shaped nuts,species of plant,1
New Zealand forest tree,article,0
dry to sweet amber wine from the Jerez region of southern Spain or similar wines produced elsewhere; usually drunk as an aperitif,badminton player,0
an unstable acid used as an oxidizing agent,chemical compound,1
a short rainstorm accompanied by thunder and lightning,painting by H. Lyman Saÿen,0
of or relating to or resembling a basilica,building used as a place of Christian worship,1
in an animated manner,"In his stand-up set, Argentine comic Lucas Lauriente animatedly rattles off reflections on different generations and begs kids to stop saying ""goals.""",1
type genus of the Pteroclididae,species of bird,0
a basidiomycete with gills,gilled fungus native to Australia and New Zealand,0
a selective-serotonin reuptake inhibitor commonly prescribed as an antidepressant (trade name Paxil),clinical trial,0
inferior and worthless,2009 video game,1
large Chinese deer surviving only in domesticated herds,Wikimedia category,0
deciduous shrub or small tree with pyramidal flower clusters,Wikimedia category,0
a sound law relating German consonants and consonants in other Indo-European languages,phonetic shift in Germanic languages described by Grimm's Law and Verner's Law,0
bread containing chopped dates and nuts,Wikimedia list article,1
the Yuman language spoken by the Kiliwa,Wikimedia category,0
caused by consuming milk from cattle suffering from trembles,kind of poisoning,1
king of Persia who led a vast army against Greece and won the battle of Thermopylae but was eventually defeated (519-465 BC),Wikimedia category,0
a unit of inductance equal to one thousandth of a henry,unit of measurement of inductance,1
any of a small family of lizards widely distributed in warm areas; all are harmless and useful as destroyers of e.g. slugs and insects,group of anguid lizards,0
divination by fire or flames,pieces of ox scapula or turtle plastron used for pyromancy in ancient China,0
a cap that is wrapped around by a turban and worn by Muslim religious elders,human settlement,1
has a moving magnet and astatic coils arranged to cancel the effect of the Earth's magnetic field,Nobili astatic galvanometer,0
a small poisonous agaric; has a dry white cap with crowded gills and a short stalk,synonym of fungus (basionym),0
cypress of river valleys of Mexican highlands,Wikimedia category,0
ground dried onion and salt,"raw beef dish, made fromraw beef, raw egg, onion, salt, pepper, and other seasonings",1
small clustering cactus of southwestern United States; a threatened species,Wikimedia category,0
an armchair with an adjustable back,drawing in the National Gallery of Art (NGA 16655),0
of no value,journal article; published in The American Journal of Bioethics in 2015,1
of Florida wetlands,1889 | American Museum of Natural History Library View Book (External),0
a number represented in fixed-point notation,computer format for representing real numbers,1
a former executive department of the United States government; created in 1903 and split into two departments in 1913,"[Washington?]Printed for distribution at the Ter-centennial Exposition, near Norfolk, Va., by the U.S. Bureau of Fisheries,1907. | Smithsonian Libraries View Book",0
originating by abiogenesis,"natural process by which life arises from non-living matter, such as simple organic compounds",1
a metal bob at the end of a sounding line,Measuring waters' depths,1
a rack for displaying magazines,website,1
small Eurasian teal,article,0
European perennial toxic vetch,species of plant,1
epiphytic ferns with long rhizomes; tropical America,species of plant,1
a hard-shelled seed consisting of an edible kernel or meat enclosed in a woody or leathery shell,edible nut,1
in a bumptious manner,1911 film by Bannister Merwin,1
very large deep-water snake mackerel,journal article; published in African Zoology in 2017,0
tongue worms,Wikimedia category,0
small Eurasian teal,article,0
(law) a trivial sum (usually $1.00) awarded as recognition that a legal injury was sustained (as for technical violations of a contract),legal term for compensation awarded for loss or injury,1
clematis of California,Wikimedia category,0
an extinct ungulate,order of mammals,1
the order of plants,order of plants,1
a chair designed by Charles Eames; originally made of molded plywood; seat and back shaped to fit the human body,chair designed by Charles and Ray Eames,1
lasting through all time,genealogy application by Genery Software,1
one part in a hundred million equal parts,"the smallest subunit of a bitcoin, representing one hundred millionth of a bitcoin",1
of western North America,"painting by Mary Vaux Walcott (American Art, 1970.355.502)",0
a Canada jay with a white head; widely distributed from Montana to Arizona,subspecies of bird,1
Paleozoic simple dichotomously branched plants of Europe and eastern Canada including the oldest known vascular land plants,family of plants,0
the worship of places,album by Neal Morse,1
grass native to West Indies but common in southern United States having tufted wiry stems often infested with a dark fungus,venue where the sport of tennis is played. It is a firm rectangular surface with a low net stretched across the center. The same surface can be used to play both doubles and singles matches,0
small dark green or yellow ribbed squash with yellow to orange flesh,painting by Henry Lee McFee,0
not represented in a drawing,"Washington,Govt. print. off.,1911. | University of California Libraries (archive.org) View Book",1
a feature of the mental life of a living organism,psychological feature that arouses an organism to action toward a desired goal.,1
gauge that indicates the amount of gasoline left in the gasoline tank of a vehicle,fuel measurement,1
a writer of folktales,"consists of legends, music, oral history, proverbs, jokes, popular beliefs, fairy tales, etc.",0
for which vengeance has not been taken,album by Random Encounter,1
dry to sweet amber wine from the Jerez region of southern Spain or similar wines produced elsewhere; usually drunk as an aperitif,badminton player,0
Eurasia; northern North America to Virginia,Wikimedia category,0
evergreen fern of California and Baja California,Wikimedia category,0
of Canada and northeastern United States,species of mammal,1
evergreen fern of California and Baja California,Wikimedia category,0
occurs widely in Florida,species of plant,1
slightly bitter dark green leaves and clustered flower buds,species of plant,1
used of girls; wild and boisterous,"girl not behaving according to common gender role, stock character",1
a peptic ulcer of the duodenum,scientific journal article,0
includes many pathogenic species,infections to the skin caused by bacteria of the genus staphylococcus,1
a bachelor's degree in architecture,academic degree,1
a Chadic language spoken in Chad,Wikimedia category,0
first modern concept of atomic structure; all of the positive charge and most of the mass of the atom are contained in a compact nucleus; a number of electrons (equal to the atomic number) occupy the rest of the volume of the atom and neutralize the positive charge,model of the atom devised by Ernest Rutherford,1
of or pertaining to adventurism,exciting or unusual experience,1
a policy of promoting oneself at the expense of others; used especially of national policy,economic improvement attempt that causes worse conditions for other countries,1
vomiting blood,article,0
a punch made of spirits and milk and sugar and spices,milk based brandy or bourbon beverage,1
a lack of consideration for others,painting by Cornelis Troost,1
type genus of the Caprimulgidae,species of bird,0
butterfish up to a foot long of Atlantic waters from Chesapeake Bay to Argentina,species of fish,1
a mat serving as table linen for an individual place setting,painting by Elza Sunderland,1
of a rash that resembles that of measles,symptom,1
perennial herb found on streams and riversides throughout Europe except extreme north and Mediterranean; sometimes placed in genus Nasturtium,Wikimedia category,0
veins that drain the ethmoidal sinuses and empty into the superior ophthalmic vein,venae comitantes of the ethmoidal arteries,1
a featherfoil of the eastern United States with submerged spongy inflated flower stalks and white flowers,species of plant,1
clusters of several short stems each having 2 broad leaves and 2-4 drooping brownish to greenish flowers with pouches mottled with purple; British Columbia to central California and northern Colorado,"[Leavenworth, WA] :U.S. Department of Agriculture, Forest Service, Wenatchee National Forest,[1994] | U.S. Department of Agriculture, National Agricultural Library View Book",0
a theater stage that extends out into the audience's part of a theater and has seats on three sides,designated space for the performance of productions,0
similar to and often marketed as `red snapper',species of fish,1
fern of Florida and West Indies and Central America with rhizome densely clad in grown hairs,species of plant,1
small tree of West Africa,variety of plants,0
covered with sunlight,drawing in the National Gallery of Art (NGA 133857),1
low cushion-forming plant with rose to crimson-magenta flowers and leaf midribs that persist as spines when the leaves die; southwestern United States,species of plant,1
bluish and bronze wrasse; found from Florida keys to Brazil,species of fish,1
perennial of eastern North America having pink-purple flowers,Wikimedia category,0
"feeding a baby or animal according to a fixed schedule (e.g., every 4 hours)",scientific journal article,1
a statute regulating work on Sundays,county in New Jersey,0
a cart that can be tilted to empty contents without handling,"Sculpture of a farm dumpcart by Ahmon Katz, 2003, installed by the front driveway of the Charlottetown Farmers' Market.",1
a low tuberculate cactus with white feathery spines; northeastern Mexico,species of plant,1
resembling a chisel,"tool for cutting and carving wood, stone, metal, etc.",1
type genus of the family Accipitridae,species of bird,0
a water ouzel of Europe,subspecies of bird,1
communicate successfully,Wikimedia glossary list article,1
a passageway between buildings or giving access to a basement,excavated subterranean space in architecture,1
refer to something with a euphemism,innocuous word or expression used in place of one that may be found offensive,1
show to a different seat,movement to refurbish and rebuild Church of England churches and cathedrals,1
the right of a physician to refuse to divulge confidential information from a patient without the consent of the patient,protection against medical patient details in court,1
a trench especially constructed for the delivery of small-arms fire,type of land warfare,1
tongue worms,Wikimedia category,0
evergreen fern of California and Baja California,Wikimedia category,0
sweetly scented African fern with narrow bipinnate fronds,article,0
a short cane or stick covered with leather and carried by army officers,short stick or riding crop usually carried by a uniformed person as a symbol of authority,1
shaped like a forceps; deeply forked,species of insect,1
genus of tall reedlike tropical American orchids; includes species with pods used locally as a substitute for vanilla,genus of plants,1
an interior door that opens by folding back in sections (rather than by swinging on hinges),An assembly of two or more vertical panels hinged together so they can open or close in a confined space. A floor- or ceiling-mounted track is usually provided as a guide.,1
very small Argentine armadillo with pale silky hair and pink plates on head and neck,article,0
evergreen shrub or small tree found on Catalina Island (California),species of plant,0
similar to but smaller than the dobsonfly; larvae are used as fishing bait,angling method,1
a very narrow necktie usually tied in a bow,English photographer and bondage artist,0
biennial plant; valuable honey plant,"Washington,1921. | Library of Congress",0
a cereal that is served hot,"food commonly eaten as a breakfast cereal dish, made by boiling ground, crushed or chopped starchy plants, typically grain, in water or milk",1
small secretive toad with smooth tough skin of central and western North America,species of amphibian,1
spruce grouse,Wikimedia category,0
a unit of measurement for printing,printing technique where an inked image is transferred from plate to printing surface via a rubber blanket,1
the Altaic language spoken by Koreans,ethnic group,1
the single-handed rod casting of a relatively heavy (artificial) bait,"New York,The Macmillan company,[c1918] | University of California Libraries (archive.org) View Book",0
a large fast-growing monoecious tropical evergreen tree having large glossy lanceolate leaves; of rain forests of Sumatra and Philippines to northern Queensland,species of plant,1
a desert area in southern Arizona,North American desert,1
small shrub of Apalachicola River area in southeastern United States having highly aromatic pinkish flowers; a threatened species,species of plant,1
a man who is divorced from (or separated from) his wife,episode of Gustav,1
the Altaic language spoken by Koreans,scientific journal,0
a seller that sells at a lower price than others do,Company in Japan,1
the maximum lobe in the radiation pattern which is intended to be along the forward axis and which gives the effect of a beam,part of the cerebral cortex,1
showy erect biennial or short-lived perennial cultivated for its terminal racemes of orange-yellow flowers; sometimes placed in genus Cheiranthus,species of plant,1
an environmentalist political party,political party in Brazil,0
tiny (150 to 300 grams) extinct primate of 46 to 50 million years ago; fossils found in Algeria; considered by some authorities the leading candidate for the first anthropoid,species of mammal (fossil),1
a group of Penutian languages spoken to the west of the Sacramento river,Wikimedia template,0
the Altaic language spoken by Koreans,scientific journal,0
a malignant neoplasm of nerve tissue and fibrous tissue and connective tissue,Human disease,1
herb that is a source of scopolamine,Wikimedia category,0
relating to or characterized by double refraction,"A lysosome-related organelle contained within the intestinal cells of the nematode C. elegans. Gut granules are acidified, birefringent, autofluorescent, and contain the vacuolar H+-ATPase. They also serve as sites of cellular zinc storage.",0
extinct small mostly diurnal lower primates that fed on leaves and fruit; abundant in North America and Europe 30 to 50 million years ago; their descendents probably include the lemurs; some authorities consider them ancestral to anthropoids but others consider them only cousins,family of mammals,1
perennial herb of North America (New York to Illinois and mountains of Alaska) having aromatic leaves and clusters of yellowish-pink balls,species of plant,1
the Shastan language spoken by the Atsugewi,Wikimedia category,0
female guinea fowl,family of birds,1
the first sergeant of a company; duties formerly included the conveyance of orders,military rank in several countries,1
perennial of eastern North America having pink-purple flowers,Wikimedia category,0
any of various beetles of the family (or subfamily) Melolonthidae,article,1
from Florida and Bahamas to Brazil,species of fish,1
derived from the Iowa crab and cultivated for its large double pink blossoms,painting by Shen Zhou,0
an adherent of Mahayana Buddhism,branch of Buddhism,1
a long narrow flowing cirrus cloud,"waterfall in the Moffat Hills, Scotland, UK",0
of or relating to or espousing operationalism,"process of defining the measurement of a phenomenon that is not directly measurable, though its existence is indicated by other phenomena",1
to exhaust by excessive cultivation,preparation of soil by mechanical agitation,1
squash plant bearing small acorn-shaped fruits having yellow flesh and dark green or yellow rind with longitudinal ridges,painting by Henry Lee McFee,0
fungus causing pink disease in citrus and coffee and rubber trees etc,species of fungus,1
vomiting blood,vomiting of blood,1
stock held by stockholders of record on a given date,British record producer,0
the Altaic language spoken by Koreans,scientific journal,0
a bushy droopy mustache,"moustache characterized by whiskers that are thick, bushy, and drop over the mouth, resembling whiskers of a walrus",1
an adherent of Tantrism,esoteric traditions of Hinduism and Buddhism,1
a skin test to determine your susceptibility to scarlet fever,microbiological method regarding sterility testing,1
large Chilean timber tree yielding coarse lumber,species of plant,1
a woman who is a native or resident of Cornwall,painting by Henry Herbert La Thangue,0
tropical Atlantic fish,Wikimedia category,0
American butterfly having dark brown wings with white and golden orange spots,Wikimedia category,0
shrub honeysuckle with drooping spikes of purplish flowers,Wikimedia category,0
genus of often thorny tropical trees and shrubs and some vines; mainly America,species of plant,0
a fork-like spoon with a cutting edge; coined by Edward Lear,nonsense word created by Edward Lear,1
a nationalist leader in the American Revolution and in the creation of the United States,"25 November 1859–08 March 1895 , Texas newspaper editor and Latin American revolutionary leader, nicknamed ""Cato""",0
protective stockings worn with or in place of boots,decorated upper border or cuff of boot-hose in the 16th and 17th centuries,0
ornamental African shrub or climber with red flowers,species of plant,1
rare California cypress taller than but closely related to gowen cypress and sometimes considered the same species,subspecies of plant,0
tropical American deciduous shrubs or small trees,species of plant,0
an almond covered with a sugar coating that is hard and flavored and colored,candy,1
pest on citrus trees,species of insect,1
any of various orchids of the genus Rhyncostylis having pink- to purple-marked white flowers in a dense cylindrical raceme,species of plant,1
a fungus that has an off-white cap when it is young but later becomes dingy brown and a stalk of the same color; the under surface of the cap (the tubes) a pale greenish yellow,species of fungus,1
(of hair) not combed,species of fish,1
a poison pill with potentially catastrophic implications for the company it is intended to protect,Method of suicide.,1
a person of greater than average size,luggage item,1
a Bantu language spoken in southern Somalia,variety of Swahili,1
yeast-raised roll with a hard crust,Typical Austrian roll,1
a solo tap dance emphasizing sharp taps,1895 film by William Kennedy Dickson,0
containing or treated with carbolic acid,chemical compound,1
an unroofed deck,uncovered deck,1
an armchair with an adjustable back,drawing in the National Gallery of Art (NGA 16655),0
having widely spreading paired branches,journal article; published in Advanced Robotics in 2001,0
a handloom in which the warp is carried vertically; for weaving tapestry,"flat tablet traditionally of wood, bone, horn, or other material with holes for threads to pass through, used in groups to manipulate the warp threads in tablet weaving",1
drive without any particular aim,"[Gardner, Mass.]Press of the Gardner News Company[1896] | Allen County Public Library Genealogy Center (archive.org) View Book",1
(of plants) flourishing with lots of water,article,1
a variety of pea plant producing peas having soft thick edible pods lacking the fibrous inner lining of the common pea,Group of plants,1
type genus of the Muscicapidae,species of bird,0
acrylic resin used to make a strong soft crease-resistant fabric (trade name Acrilan),synthetic polymer fiber,1
not encumbered with a physical burden or load,1983 film by Marcel Schüpbach,0
crested grey-and-red bird of southwest United States and Mexico,species of bird,1
in a confused manner,state of being bewildered or unclear in one’s mind about something,1
genus of tall reedlike tropical American orchids; includes species with pods used locally as a substitute for vanilla,species of plant,0
a van used for moving home or office furniture,business that provides packing and moving services for relocation,1
of purple tinged with pink,painting by Bernard Roundhill,1
Paleozoic simple dichotomously branched plants of Europe and eastern Canada including the oldest known vascular land plants,order of plants,1
veins that drain blood from structures around the knee; empty into the popliteal vein,genus of insects,1
an annual weed of northeastern North America with dentate leaves,variety of plant,0
typical hagfish,species of chordates,1
soap that has been cut into flakes to make suds faster,beauty brand marketed by Unilever,1
religious texts from Deuteronomy inscribed on parchment and rolled up in a case that is attached to the doorframe of many Jewish households in accordance with Jewish law,"in Judaism, parchment contained in a decorative case, inscribed with Torah verses, placed on right sides of doors and doorposts",1
subshrub having short leafy stems and numerous small flower heads with nearly round yellow-orange rays; Arizona south to Mexico and east to Kansas,painting by Mary Vaux Walcott,0
a group of Penutian languages spoken to the west of the Sacramento river,Wikimedia template,0
extinct genus: mammoths,article,0
small brown moth whose larvae bore into flowers and bolls of cotton,"Cairo,Government Press,1917. | University of California Libraries (archive.org) View Book",0
a genus of Cuculidae,species of bird,0
tropical American shrub or small tree with brown wood and dark berries,species of plant,1
moth having dull forewings and red-marked hind wings,Wikimedia category,0
a handsaw with a narrow triangular blade for cutting curves,type of saw used for making curved cuts,1
protected with battlements or parapets with indentations or embrasures for shooting through,"Bath and North East Somerset, Somerset, BA1",0
a theater stage that extends out into the audience's part of a theater and has seats on three sides,designated space for the performance of productions,0
a genus of Strigidae,species of bird,0
a seat on a commercial airliner,"BBC article, 2010",1
sweetly scented African fern with narrow bipinnate fronds,article,0
a gathering to make quilts,"quilting cooperative in Rehobeth, Alabama",1
the people of your home locality (especially your own family),"former movie theater in Shawnee, Oklahoma, United States",1
of or relating to a sudden change from an impressive to a ludicrous style,point of highest tension in narrative,1
large genus of unarmed trees and shrubs of Old World tropics,article,1
relating to or containing diazonium,article,1
a black plant louse that lives on oaks and dogwoods,species of Sordariomycetes,1
defeat by a majority of votes,nominal share which is able to outvote all other shares in certain specified circumstances,1
category used especially in former classifications for organisms now constituting the division Lichenes,species of fungus,1
a Bantu language,"Bantu language, mostly spoken mainly within East Africa, national language in Tanzania and one of the official languages of Kenya",0
the charge for carrying burdens by porters,professional who carries bags and other items,1
seedpods that are constricted between the seeds and that break apart when mature into single-seeded segments,fruit that separates into indehiscent one-seeded segments,1
