text1,text2,is_same
striped hyena of southeast Africa that feeds chiefly on insects,species of mammal,1
two people of the same sex who live together as a family,marriage between members of the same gender within the United States of America,0
argue in protest or opposition,Scottish historical event,0
deadly or sinister,"painting by Edward Burne-Jones, Staatsgalerie Stuttgart",0
a female deity,"goddess in Hinduism, supreme feminine principle",0
a chemical substance that causes sneezing and coughing and crying,"reflexive, convulsive expulsion of air from the lungs through the nose and mouth",1
Mexican red scale insect that feeds on cacti; the source of a red dye,article,0
sage of eastern United States,species of plant,1
the branch of forestry dealing with the development and care of forests,"Academic journal published by Italian Society of Silviculture and Forest Ecology (SISEF) , covering the subjects:  Agriculture: Forestry",0
type genus of Cyperaceae; grasslike rhizomatous herbs; cosmopolitan except very cold regions,species of plant,0
financial assistance in time of need,journal,0
arrowworms: a group of small active transparent marine worms,Wikimedia category,0
paint with distemper,species of virus,0
a fungus with a velvety stalk and usually a dingy brown cap; injured areas turn blue instantly,species of fungus,1
Spanish cubist painter (1887-1927),Spanish painter and sculptor,1
a drying oil extracted from flax seed and used in making such things as oil paints,journal article; published in 1965,0
any of several orchids of the genus Dactylorhiza having fingerlike tuberous roots; Europe and Mediterranean region,subspecies of plant,0
large sweet easily-peeled Florida fruit with deep orange rind,citrus fruit hybrid of the mandarin orange,1
"a suspension bridge at Hull, England; 4,626 feet long",article,0
shredded cabbage fermented in brine,"mountain in California, United States of America",0
a capacitance unit equal to one billion farads,unit of capacitance,1
the Finnic language spoken by the Votyak,"human settlement in Balezinsky District, Udmurt Republic, Russia",0
national flag of the United Kingdom,aircraft color scheme applied by British Airways,0
a photograph made by an early photographic process; the image was produced on a silver plate sensitized to iodine and developed in mercury vapor,article,0
butt with the head,strike with the head,1
equipment used to treat diseases with x-rays or radioactivity,article,1
failure to act with the prudence that a reasonable person would exercise under the same circumstances,unlawful killing of another human with no intent to kill,0
a constitutional monarchy in northern Europe on the western side of the Scandinavian Peninsula; achieved independence from Sweden in 1905,constitutional monarchy in Northern Europe,1
capital and largest city of Jamaica,"country house near Wimborne Minster, Dorset, England",0
any of several bizarre ferns of the genus Lecanopteris having swollen hollow rhizomes that provide homes for symbiotic ants,genus of plants,1
a building containing an oast (a kiln for drying hops); usually has a conical or pyramidal roof,"Ashford, Kent, TN24",0
cold-water bottom fish with spines on the back; to 40 inches,species of fish,1
thrushes; in some classifications considered a subfamily (Turdinae) of the family Muscicapidae,family of passerine birds,1
perennial herb found on streams and riversides throughout Europe except extreme north and Mediterranean; sometimes placed in genus Nasturtium,species of plant,1
any of numerous large Old World hawks intermediate in some respects between typical hawks and typical eagles,species of bird,1
easily moved by another's distress; - W.M.Thackeray,comedy written by Christian Fürchtegott Gellert,1
of or concerned with the relations of climate and living organisms,article,1
a republic in West Africa; established in 1822 by Americans as a way to free negro slaves,Bilateral relations between Dominican republic and Liberia,0
conversion from one way of encoding data to another way,conversion digital data from one format to another,1
inflammation of the uvula,upper respiratory tract disease characterized by the swelling of the uvula to 3-5 times its normal size,1
the largest city in Pennsylvania; located in the southeastern part of the state on the Delaware river; site of Independence Hall where the Declaration of Independence and the Constitution were signed; site of the University of Pennsylvania,"county seat city in Philadelphia County, Pennsylvania; sixth largest city in the United States by population",1
body bright scarlet with 2 yellow to reddish strips on side,species of fish,1
a baseball player on the team at bat who is on base (or attempting to reach a base),sportsperson taking part in running competitions over distances of at least 800 metres up to 3000 metres,0
smooth dogfish of Pacific and Indian Oceans and Red Sea having white-tipped dorsal and caudal fins,species of fish,1
composed of two legislative bodies,chamber of a bicameral legislature,0
a rack for displaying magazines,website,1
predatory black-and-white toothed whale with large dorsal fin; common in cold seas,album by Sea Wolf,0
acid dye in which the negative ion contains a chelated metal atom,article,1
a linear sequence of words as spoken or written,"sequence of characters, data type",1
a party of people assembled to celebrate moving into a new home,1947 film by Charles August Nichols,0
anything on your premises that might attract children into danger or harm,album by The Loud Family,1
homicide committed by shooting from a moving automobile,album by Parkway Drive,1
type genus of the Gerrididae,genus of insects,1
small asexual reproductive structure in e.g. liverworts and mosses that detaches from the parent and develops into a new individual,Italian actor,0
any of several large harmless rodent-eating North American burrowing snakes,species of reptile,1
detector that gives a signal when it detects the presence of metal; used to detect the presence of stray bits of metal in food products or to find buried metal,article,0
the ceremonial breaking of the ground to formally begin a construction project,traditional ceremony in many cultures that celebrates the first day of construction for a building or other project,1
breed of small Manchester terrier,dog breed,1
hickory of the eastern United States having a leaves with 7 or 9 leaflets and thin-shelled very bitter nuts,species of plant,1
not subject to decay,process of treating animal skin to produce leather,1
cover with a canopy,aboveground portion of a plant community or crop,1
nightclothes worn by men,shirtlike garment intended for wear while sleeping most often used by women,1
a sheer stiff muslin,"sheer, plain-woven cotton fabric",1
a diacritical mark (an inverted circumflex) placed above certain letters (such as the letter c) to indicate pronunciation,street in Plzeň,0
inflammation of the prostate gland characterized by perineal pain and irregular urination and (if severe) chills and fever,article,0
someone who grows fruit commercially,article,0
German chemist (1825-1909),German chemist,1
a writ issued by a court at the request of one of the parties to a suit; it requires a witness to bring to court or to a deposition any relevant documents under the witness's control,a series in the National Archives and Records Administration's holdings,0
genus of large crested guans (the piping guans),subspecies of bird,0
projecting part of a rampart or other fortification,"football stadium in Prestatyn, Wales",0
trousers reaching to the foot,1927 film by Frank Capra,0
in some classifications another name for the family Lamnidae,family of fishes,1
take out of a literary work in order to cite or copy,an extract from a larger audiovisual or literary work,1
a ringing or booming sensation in one or both ears; a symptom of an ear infection or Meniere's disease,"perception of sound within the human ear (""ringing of the ears"") when no external sound is present",1
a socially prominent person,German-born British socialite,0
Atlantic coast round clams with hard shells; large clams usually used for chowders or other clam dishes,species of mollusc,1
any localized abnormal structural change in a bodily part,traumatic injury occurring at work,0
a notch cut in the trunk of tree in order to determine the direction of its fall,Undercut support during casting,1
an oval large stadium with tiers of seats; an arena in which contests and spectacles are held,"large, circular or oval open-air venues with raised seating",1
of sagebrush and grassland areas of western United States and Canada,"Helena, Mont. :Montana Dept. of Agriculture, Environmental Management Division, Technical Services Bureau,[1981] | Montana State Library (archive.org)",0
mountain frog found near water; of United States Northwest to California,species of amphibian,1
small genus of usually perennial herbs having deep woody taproots and flower heads of umbels or cymes,article,0
widely distributed shrubs and trees,genus of plants,1
a collection of sacrificial formulas and prayers,One of four Vedas of Hinduism,1
not crystalline,article,1
the administration of an anticoagulant drug to retard coagulation of the blood,set of mechanisms to prevent blood from thickening,1
a colorless to yellow aromatic liquid that is a constituent of creosote,chemical compound,1
(Hinduism) a sacred epic Sanskrit poem of India dealing in many episodes with the struggle between two rival families,1936 film,0
a person afflicted with manic-depressive illness,article,0
small sofa that seats two people,piece of furniture for seating two or more persons in the form of a bench with armrests,1
solely the giant armadillo,species of mammal,1
a hypothetical organic phenomenon by which living organisms are created from nonliving matter,"natural process by which life arises from non-living matter, such as simple organic compounds",1
yellowwood trees or shrubs,genus of plants,1
French painter noted for his realistic depiction of everyday scenes (1819-1877),French painter,1
a genus of Lorisidae,article,0
the basic unit of money in Burundi,currency,1
asphodel with leafy stem and fragrant yellow flowers,species of plant,1
dry red wine made from a grape grown widely in Bordeaux and California,researcher,0
a constellation to the east of Orion; contains Procyon,"spring in Lake County, United States of America",0
powdery starch from certain sago palms; used in Asia as a food thickener and textile stiffener,genus of plants,0
the amphibian family of spadefoot toads,species of amphibian,0
a herder of sheep (on an open range); someone who keeps the sheep together in a flock,university in the United States,0
any of several spiny shrubs of the genus Daviesia having yellow flowers and triangular seeds; Australia,species of flowering plant endemic to south west Western Australia,0
the branch of genomics that determines the three-dimensional structures of proteins,article,1
electrical device inserted in a power line to protect equipment from sudden fluctuations in current,appliance or device designed to protect electrical devices from voltage spikes,1
overlaps the genus Andropogon,variety of plant,0
a white dicarboxylic acid formed from oxidation of sugar or starch,chemical compound,1
Old World boas,genus of reptiles,1
the capital and largest city of Poland; located in central Poland,"District of Warsaw, Poland.",0
(of flowers) having a purple eyelike marking,eye color,1
an experimental public school for kindergarten through grade 12; created and organized by teachers and parents and community leaders; operates independently of other schools,"school that receives government funding but operates independently of the established local public school system, and is sometimes privately owned",1
a strait connecting the Mediterranean and the Black Sea; separates the European and Asian parts of Turkey; an important shipping route,"inland sea, entirely within the borders of Turkey",0
not easy; requiring great physical or mental effort to accomplish or comprehend or endure,opening or path allowing passage through an otherwise difficult to cross barrier,1
erect perennial of north temperate zone having pinnate leaves and a few nodding flowers with a brown-purple calyx and orange and pink petals,Wikimedia category,0
genus of terrestrial orchids of Europe and Asia and North Africa,species of plant,0
a quasi nongovernmental organization; an organization that is financed by the government yet acts independently of the government,organization to which a government has devolved power,1
"a resistor with three terminals, the third being an adjustable center terminal; used to adjust voltages in radios and TV sets",French politician,0
the earliest form of the French language; 9th to 15th century,Gallo-Romance dialect continuum spoken from the 9th century to the middle of the 14th century,1
the highest court in most states of the United States,German term: an important body in State Supreme Court or the Federal Court in Germany,0
of or containing a mixture of Latin words and vernacular words jumbled together,Wikimedia list article,0
(Genesis 11:1-11) a tower built by Noah's descendants (probably in Babylon) who intended it to reach up to heaven; God foiled them by confusing their language so they could no longer understand one another,painting by Pieter Bruegel the Elder in the Kunsthistorisches Museum in Vienna,0
a substantial and nourishing meal,website and smartphone app with reviews of London and UK restaurants and bars,1
an island in the Indian Ocean off the southeastern coast of Africa; the 4th largest island in the world,journal,0
any of various weeds of the genus Chenopodium having small greenish flowers,genus of plants,1
type genus of the Chalcididae,genus of insects,1
a mistake that results from taking one thing to be another,single released by British group New Order in August 1983,0
not classical,scientific journal article,1
persuasive but insincere talk that is usually intended to deceive or impress,female given name,1
a narrow republic surrounded by Senegal in West Africa,national association football team,0
a former French unit of area; equal approximately to an acre,unit of length,1
come or bring (a plane) to a landing,1988 video game,0
large hardy brown breed of dairy cattle from Switzerland,article,0
hard marbled wood,species of plant,1
a group of Penutian languages spoken to the west of the Sacramento river,language family,1
maintain the same position; wait it out,1931 film by Lloyd Bacon,1
resembling the shape of a goblet,specific type of generic goblet drum,1
a Spanish title or form of address used to or of an unmarried girl or woman; similar to the English `Miss',2003 single by Justin Timberlake,0
an extinct Caucasian language spoken exclusively in Turkey,extinct Northwest Caucasian language once spoken by the Ubykh people,1
capital of North Korea and an industrial center,subway in North Korea,0
having the characteristic of lacking a true course toward a goal,article,1
minute wingless arthropods: springtails,subclass of arthropods,1
English breed of strong stocky dog having a broad skull and smooth coat,Wikimedia category,0
perching birds mostly small and living near the ground with feet having 4 toes arranged to allow for gripping the perch; most are songbirds; hatchlings are helpless,order of birds,1
someone who marries one person while already legally married to another,illegal second or further marriage,1
any toad of the genus Bufo,genus of amphibians,1
type genus of the Cordylidae; spiny lizards somewhat resembling tiny crocodiles,journal article; published in African Zoology in 2000,0
an ecclesiastical censure by the Roman Catholic Church withdrawing certain sacraments and Christian burial from a person or all persons in a particular district,international organization based in The Hague,0
not having a medicinal effect or not medically prescribed,Wikimedia category,1
sessile mossy aquatic animal having the anus of the polyp outside the crown of tentacles,phylum of marine invertebrates,1
a genus of evergreen shrub that grows in New Zealand,genus of plants,1
any political orientation favoring compromise to avoid conflict,advocates peace and pacifism,1
plaster used to coat outer walls and line chimneys,"lake in Ontario, Canada",1
a spoon for serving sugar; often made in the shape of a seashell,drawing in the National Gallery of Art (NGA 26516),0
large football-shaped winter squash with a warty grey-green rind,journal article from 'Science' published in 1926,1
a salt or ester of tartaric acid,Catalysis of the reaction: tartrate + NAD+ = oxaloglycolate + NADH + H+.,0
a river in southern Florida that flows westerly to the Gulf of Mexico; forms the western end of the Cross-Florida Waterway,multiple listing in the U.S. National Register of Historic Places,0
an Arab headdress consisting of a square piece of cloth folded into a triangle and fastened over the crown by an agal,"man's square headcloth, usually of cotton, often folded into a triangle and traditionally secured on the head with an agal",1
a child who is female,female offspring; a girl or woman in relation to her parents,1
thorny Eurasian shrubs,genus of plants,1
fastener consisting of a resinous composition that is plastic when warm; used for sealing documents and parcels and letters,family name,0
a metropolitan county in northern England,"town in in West Yorkshire, England",0
a republic in West Africa; established in 1822 by Americans as a way to free negro slaves,Grand Lodge,0
an island in New York Bay that was formerly the principal immigration station for the United States,book by Fred Mustard Stewart,0
a white crystalline ester used as a local anesthetic,article,0
the Turkic language spoken by the Azerbaijani,Azerbaijani actor,0
an adrenergic drug used in many preparations to relieve allergic reactions or respiratory infections,chemical compound,1
Australian bird that resembles a pheasant; the courting male displays long tail feathers in a lyre shape,film,0
failure to act with the prudence that a reasonable person would exercise under the same circumstances,2012 album by Tyga,0
a colony given to a proprietor to govern (in 17th century),type of British colony especially in North America and the Caribbean in the 17th century,1
barometer that shows pressure by the height of a column of mercury,Italian physicist,0
a cantilever bridge across the East River between Manhattan and Queens,bridge in New York City,1
coarse edible red seaweed,Portuguese long distance runner,0
appropriate to a purpose; practical,article,1
an imaginary line passing through both magnetic poles of the Earth,line between the poles with the same longitude,1
coarse weedy American perennial herb with large usually perfoliate leaves and purple or dull red flowers,article,0
in every detail,equipment used for fishing,1
a wall that is built to resist lateral pressure (especially a wall built to prevent the advance of a mass of earth),"Alnwick, Northumberland, NE66",0
having all angles equal,polygon in which all angles are equal,1
alcoholic drink from fermented cider; `cider' and `cyder' are European (especially British) usages for the fermented beverage,fermented alcoholic beverage from apple juice,1
financial transactions at a brokerage; having to do with the execution of trades and keeping customer records,journal,1
burn with great heat and intense light,combustion propagating through heat transfer (different from detonation),1
make a compound react with water and undergo hydrolysis,cleavage of chemical bonds by the addition of water,1
vermiform protozoans parasitic in insects and other invertebrates,subclass of protists,1
a landlocked mountainous republic in southeast central Asia to the north of Afghanistan; formerly an Asian soviet,badminton association,0
in an uneven and irregular way,article,1
of or relating to barbers and barbering,1914 film by Norval MacGregor,1
a morel with the ridged and pitted fertile portion attached to the stipe for about half its length,drawing in the National Gallery of Art (NGA 67979),0
an American breed of foxhounds used for hunting both in packs and individually,Wikimedia category,0
queen of the Olympian gods in ancient Greek mythology; sister and wife of Zeus remembered for her jealously of the many mortal women Zeus fell in love with; identified with Roman Juno,musical,0
a financial instrument whose value is based on another security,"The chemical reactions and pathways involving a folic acid-containing compound, i.e. any of a group of heterocyclic compounds based on the pteroic acid skeleton conjugated with one or more L-glutamic acid or L-glutamate units.",0
an antibiotic obtained from an actinomycete and used (as a sulphate under the trade name Neobiotic) as an intestinal antiseptic in surgery,combination drug,1
a ceramic or mural decoration made by scratching off a surface layer to reveal the ground,technique of wall or pottery decor,1
a Bantu language closely related to Zulu,series of conflicts,0
with hands on hips and elbows extending outward,film,0
genus of Old World herbs resembling groundsel: leopard plants,species of plant,0
(linguistics) a doctrine supporting or promoting descriptive linguistics,work of objectively describing the state of a linguistic system; as opposed to prescribing perceived norms of usage,1
widely cultivated tropical plant of India having yellow flowers and a large aromatic deep yellow rhizome; source of a condiment and a yellow dye,article,0
bending the knees; a gesture of respect made by women,politeness gesture where a girl or woman lowers here knees,1
small rough-barked locust of southeastern United States having racemes of pink flowers and glutinous branches and seeds,species of plant,1
one species; often included in the genus Rhus,genus of plants,1
pay (for something) with cash,book by Jean Shepherd,1
the capital of South Korea and the largest city of Asia; located in northwestern South Korea,capital city of South Korea,1
wash by machine,"(Wash.,1920) | Library of Congress",0
Old World freshwater catfishes having naked skin and a long anal fin more or less merged with the eellike caudal fin,family of fishes,1
iron having a low carbon content that is tough and malleable and so can be forged and welded,wrought iron structure above a gate,0
a game played on a large open course with 9 or 18 holes; the object is use as few strokes as possible in playing all the holes,golf tournament held in the United States,0
a dealer in secondhand books (especially rare or curious books),French publisher,1
large genus of tropical subshrubs or herbs some of which yield fibers of mucilaginous substances,non-neoplastic or neoplastic disorder arising as a result of the immunologic defects caused by Autoimmune Deficiency Syndrome,0
housing consisting of similar houses constructed together on a tract of land,type of housing development,1
an act undertaken to increase your own power and influence or to draw attention to your own importance,1999 television film directed by Genndy Tartakovsky,0
the population is divided into subpopulations (strata) and random samples are taken of each stratum,article,1
a wall that is built to resist lateral pressure (especially a wall built to prevent the advance of a mass of earth),part of the Queen Victoria Memorial scheme in London,0
copy very carefully and as accurately as possible,archive file format,1
a mineral consisting of aluminum silicate; main source of kaolin,phyllosilicate mineral,1
an inactive volcano in western Cameroon; highest peak on the West African coast,republic in West Africa,1
type genus of the Papaveraceae; chiefly bristly hairy herbs with usually showy flowers,genus of plants,1
a governor of a province in ancient Persia,Persian satrap,0
the largest asteroid and the first discovered,ancient Roman goddess,0
leafy wildflower having fragrant slender white or pale pink trumpet-shaped flowers; southwestern United States and northern Mexico,species of plant,1
capital of the People's Republic of China in the Hebei province in northeastern China; 2nd largest Chinese city,"university in Beijing, China",0
gold and black butterflyfish found from West Indies to Brazil,species of fish,1
an omnivorous nocturnal mammal native to North America and Central America,river in the United States of America,0
small order of primitive ungulates of the Paleocene and Eocene,Wikimedia template,0
bending the knees; a gesture of respect made by women,photograph in the National Gallery of Art (NGA 150593),0
any mold of the genus Mucor,genus of fungi,1
a variety of bridge in which tricks made in excess of the contract are scored toward game; now generally superseded by contract bridge,1915 film by Harry Davenport,0
massage of the skin which is gently lifted and squeezed,technique in massage,0
an animal that has a body temperature that is relatively constant and independent of the environmental temperature,thermoregulation that maintains a stable internal body temperature regardless of external influence,1
referring to or relating to or having the style of architecture created by Andrea Palladio,"18th century Palladian country home in Celbridge, Co.Kildare",0
pale yellow essential oil obtained from bitter almonds by distillation from almond cake or meal,species of plant,1
the basic unit of money in Guinea,currency,1
any of a large class of siloxanes that are unusually stable over a wide range of temperatures; used in lubricants and adhesives and coatings and synthetic rubber and electrical insulation,journal article; published in Advances in Applied Ceramics in 2013,0
a fabric with a finish resembling satin but made partly or wholly from cotton or synthetic fiber,"satin-weave fabric, formerly of cotton warp and wool fill, now made of cotton or synthetics",1
act of cooperating traitorously with an enemy that is occupying your country,Vidkun Quisling's incluence in Norway during the Second World War,0
a large African antelope with lyre-shaped horns that curve backward,mountain in South Africa,0
a breed having typically a black-and-white coat,dog breed,1
of or related to agrology,article,1
butter and sugar creamed together with brandy or other flavoring and served with rich puddings,"sweet, rich dessert sauce made by creaming or beating butter and sugar with rum, brandy, whiskey, sherry, vanilla or other flavorings",1
an arthropod family including: chalcidflies,"Washington :G.P.O.,1895. | University of Florida, George A. Smathers Libraries",0
the act of applying oil or an oily liquid,ritual act of putting aromatic oil on a person,1
a large retail store organized into departments offering a variety of merchandise; commonly part of a retail chain,episode of The Twilight Zone (S1 E22),0
common small shrubby pine of the eastern United States having straggling often twisted or branches and short needles in bunches of 2,"unincorporated community in Raleigh County, West Virginia",0
(biology) a taxonomic group that is a division of a species; usually arises as a consequence of geographical isolation within a species,"facility built for racing of animals, vehicles, or athletes",0
a national park in Tennessee and North Carolina that includes the highest mountain in the eastern United States,U.S. national park in Tennessee and North Carolina,1
an order of insects including: lacewings; antlions; dobsonflies; alderflies; fish flies; mantispids; spongeflies,order of insects,1
small mackerel found nearly worldwide,species of fish,1
a gang of road workers,1936 film by Louis King,1
the power or capacity of an organism to tolerate unfavorable environmental conditions,Any process that increases heat tolerance of an organism in response to high temperatures.,1
a covering made of cloth,"altar cloths, [coverings and hangings for altars and altar components], [coverings and hangings for religious building fixtures], [coverings and hangings by location or context], [coverings and hangings by specific type], [coverings and hangings], [f",0
the single-handed rod casting of a relatively heavy (artificial) bait,"New York,The Macmillan company,[c1918] | University of California Libraries (archive.org) View Book",0
Mexican red scale insect that feeds on cacti; the source of a red dye,"pigment, aluminum salt of caminic acid",0
small genus of trees and shrubs containing strongly toxic cardiac glycosides; Arabia to Africa,species of plant,0
an ancient city in northern Portugal,municipality and city in Portugal,1
a crocheted or knitted garment covering the upper part of the body,sweater knitted using the Fair Isle technique to produce complex rows of patterns in multiple colors,0
small Asiatic tree yielding a toxic exudate from which lacquer is obtained,Wikimedia category,0
marine invertebrates with tube feet and five-part radially symmetrical bodies,protein-coding gene in the species Caenorhabditis elegans,0
Paleozoic simple dichotomously branched plants of Europe and eastern Canada including the oldest known vascular land plants,order of plants,1
any of several flowering tropical or subtropical shrubs of the genus Hamelia,genus of plants,1
genus of Indonesian and Malaysian timber trees rich in resin,genus of plants,1
material derived from plants,"device for extracting oil from plant material, especially olives",0
without payment,province of South Africa,0
a genus of Malayan tree,watercourse in Angola,0
edible terrestrial snail usually served in the shell with a sauce of melted butter and garlic,painting by Joan Miró,0
glaucoma that results from damage to the optic nerve although the intraocular pressure is normal,Human disease,1
dye after knotting the fabric to produce an irregular pattern,a technique of wax-resist dyeing,1
an utterance (of words) with spitting sounds (as in rage),article,1
genus of chiefly tropical vines often placed in genera Dipogon or Lablab or Macrotyloma,genus of plants,1
a parallelogram with four right angles,Numerical integration method,0
the tenth month of the Islamic calendar,18th day of Shawwal in the Islamic calendar,0
genus of tropical or subtropical branching shrubs or trees: mesquite,species of plant,0
a form of government having two joint rulers,Wikimedia category,0
of or relating to or resembling a basilica,building used as a place of Christian worship,1
a musician who plays the oboe,"Swiss oboist, composer and conductor",0
a genus of Caprimulgidae,"Washington, D.C.Govt. print. off.,1914. | Smithsonian Libraries View Book",0
the capital and largest city of Chad; located in the southwestern on the Shari river,building in Chad,0
a large pipe wrench with L-shaped adjustable jaws that tighten as pressure on the handle is increased,adjustable wrench for turning pipes and other round fittings,1
small dry indehiscent fruit with the seed distinct from the fruit wall,class of simple non-opening dry fruits,1
marine worms having a row of tufted gills along each side of the back; often used for fishing bait,sportsperson taking part in luging competitions,0
Chinese sedge yielding edible bulb-shaped tubers,Chinese snack,0
small genus of European herbs: honesty,"species of plant, native to the Balkans and south west Asia",0
a simple machine of the inclined-plane type consisting of a spirally threaded cylindrical rod that engages with a similarly threaded hole,type of fastener characterized by a thread wrapped around a cylinder,1
a small hollow pastry that is typically filled with cream and covered with chocolate,"pastry ball filled with whipped cream, pastry cream, or ice cream",1
"appear on the surface, come to the surface on the ground","significant vertical, or near vertical, rock exposure",0
a dicotyledonous family of plants of order Gentianales,family of plants,1
the logical analysis of mathematical reasoning,the study of mathematics itself using mathematical methods,1
genus of North and South American perennial herbs or shrubs with yellow flowers; in some classifications include species placed in other genera especially Hazardia,species of plant,0
an ancient port on the Mediterranean; the capital and largest city of Algeria,"ancient city in modern Tiaret, Algeria, capital of Rustamid dynasty",0
raise from a barbaric to a civilized state,article,0
ferocious fishes of warm regions resembling but unrelated to the freshwater gars,family of fish (Belonidae),1
genus of American and Asiatic showy rhizomatous herbs: bush peas,genus of plants,1
an improper and unacceptable kind of compromise verdict,legal term,1
a rare malignant neoplasm arising from vascular tissue; usually occurs in the breast and skin and is believed to originate from the endothelial cells of blood vessels,"malignant Vascular tumor that results in rapidly proliferating, extensively infiltrating anaplastic cells derives from blood vessels and derived from the lining of irregular blood-filled spaces",1
Old World genus of the family Cruciferae,Aethionema syriacum,0
small genus of trees and shrubs containing strongly toxic cardiac glycosides; Arabia to Africa,Wikimedia template,0
a hearing to determine by what authority someone has an office or franchise or liberty,legal document demanding proof of authority,1
the central part of a city,city in the West Midlands in England,0
a monocotyledonous genus of the family Iridaceae,species of plant,0
mariposa having clusters of a few large deep yellow bell-shaped flowers atop slender stems; California coastal ranges,variety of plant,0
a mutual fund that is traded on a stock exchange,"faculty of theology at Charles University, Czech Republic",0
type genus of the family Mysidae,species of insect,0
a clear oily poisonous liquid added to gasoline to prevent knocking,publication,0
type genus of the Laridae,medium-sized gull,0
rice (with raw fish) wrapped in seaweed,album of Neneh Cherry,0
marsh ferns: in some classification systems considered part of genus Dryopteris in family Dryopteridaceae,genus of plants,1
a liquid ester derived from amyl alcohol; has the odor of bananas,chemical compound,1
any shrubby trees or woody vines of the genus Euonymus having showy usually reddish berries,"Clapham cum Newby, Craven, North Yorkshire, LA2",0
a small vascular growth on the surface of a mucous membrane,polypoidal masses,0
edible terrestrial snail usually served in the shell with a sauce of melted butter and garlic,genus of molluscs,0
an animal skin made smooth and flexible by removing the hair and then tanning,album by Nappy Roots,0
a United States Air Force defense laboratory responsible for discovering and developing and integrating fighting technologies for aerospace forces,AFRL and DARPA program to develop new aircraft technologies,0
an angle pointing outward; an interior angle of a polygon that is less than 180 degrees,<180° angle,1
a genus of tropical American trees and shrubs of the myrtle family,article,0
abridged to half its original length,"genre of portrait, showing the body from the waist up",1
the power or right to prohibit or reject a proposed or intended act (especially the power of a chief executive to reject a bill passed by the legislature),Hungarian-born French philosopher,0
(Islam) the man who leads prayers in a mosque; for Shiites an imam is a recognized authority on Islamic theology and law and a spiritual guide,Egyptian film director,0
any of various plants of the genus Teucrium,painting by Jacob van Huysum (Henry Fletcher & Elisha Kirkall),0
the fruit of the chokecherry tree,"valley in Petroleum County, United States of America",0
small genus of southeastern Asian tropics: teak,species of insect,0
a Native American who lived in what is now southern Colorado and Utah and northern Arizona and New Mexico and who built cliff dwellings,ancient Native American culture in Four Corners region of the United States,1
a negative motivational influence,discouragement to do something,1
(Greek mythology) one of three sisters who were the givers of beauty and charm; a favorite subject for sculptors,badminton player,0
any shrub of the genus Rhododendron: evergreen shrubs or small shrubby trees having leathery leaves and showy clusters of campanulate (bell-shaped) flowers,species of plant,0
a broad flat muscle on either side of the back,muscle on the back trunk of the upper body,1
sensitized paper used to make blueprints,document reproduction produced by using a contact print process on light-sensitive sheets,1
gauge that indicates the amount of gasoline left in the gasoline tank of a vehicle,fuel measurement,1
a city in southwestern Germany at the confluence of the Rhine and Neckar rivers,"city in Baden-Württemberg, Germany",1
an order of dicotyledonous plants,Wikimedia template,0
capital of North Korea and an industrial center,black and white graphic novel by Guy Delisle,0
a punch made of fruit juices mixed with water or soda water (with or without alcohol),drink usualy containing fruit or fruit juice,1
any of several blood diseases causing subcutaneous bleeding,United States military decoration,0
affecting or undertaken by two parties,relations between two subjects of public international law,1
an awareness of your orientation in space,album by Walt Dickerson,1
act of forming labor unions,article,0
government building in which diplomats live or work,Wikimedia category,0
an omen of death or destruction,ringing of a church bell immediately after a death,1
a military unit or region under the control of a single officer,record group in the National Archives and Records Administration's holdings,0
people who have not confessed,acknowledgment of one's sins,1
the compass point midway between south and southeast,cultural region in the southeastern and south-central United States,0
a morbid fear of battle or physical injury,"abnormal, pathological fear of having an injury",1
a medicine applied locally to produce superficial inflammation in order to reduce deeper inflammation,Substance which creates inflammation,1
a political orientation of a people or a government to maintain a strong military force and to be prepared to use it aggressively to defend or promote national interests,empire in the Asia-Pacific region between 1868–1947,0
a republic in Central America; one of the most politically stable countries in Latin America,a series in the National Archives and Records Administration's holdings,0
bed linen consisting of a decorative cover for a pillow,drawing in the National Gallery of Art (NGA 12432),0
sometimes placed in genus Scilla,painting by George W Lambert,0
the French moderate political party that was in power (1791-1793) during the French Revolution,French department,1
sadness on thinking about the evils of the world,"subgenre of science fiction and fantasy, takinig place in the far future at either the end of life on Earth or the End of Time; themes of world-weariness, innocence, idealism, entropy, depletion of resources, and the hope of renewal tend to dominate",1
a chronic skin disease characterized by dry red patches covered with scales; occurs especially on the scalp and ears and genitalia and the skin over bony prominences,article,0
a large commercial and industrial city in northeastern Texas located in the heart of the northern Texas oil fields,"county in Texas, United States of America",0
a formal room where visitors can be received and entertained,exhibition,0
the art of engraving on precious stones,artistic technique,0
a tree of the West Indies and Florida and Mexico; resembles tamarind and has long flat pods,misspelling,1
a person with presbyopia; someone who is farsighted resulting from the progressive loss with aging of the elasticity of the crystalline lens,clinical trial,1
an electrical switch operated by pressing,article,0
an early name of Ireland that is now used in poetry,"town in Wellington County, Ontario, Canada",0
van used by police to transport prisoners,"stratigraphic layer in SA, Australia",0
an agaric with a brilliant scarlet cap and a slender stalk,species of fungus,1
someone who runs an employment agency,an organization that helps people find a job,1
a map projection of the earth onto a cylinder; areas appear greater the farther they are from the equator,The transverse Mercator projection is the transverse aspect of the standard (or Normal) Mercator projection,1
(chemistry) the relation between the quantities of substances that take part in a reaction or form a compound (typically a ratio of whole integers),article,0
