text1,text2,is_same
the railing around the stern of a ship,handrail around the open deck area toward the stern of a ship,1
of or relating to organisms (as green plants) that can make complex organic nutritive compounds from simple inorganic sources by photosynthesis,autotrophic components of the plankton community,0
a Dravidian language spoken in southern India,"district of Karnataka, India",0
a tongueless frog native to Africa; established in the United States as result of release of laboratory and aquarium animals,scientific journal article,0
not analyzed or broken down for detailed examination,a series in the National Archives and Records Administration's holdings,1
a commissioned officer (especially one in the Royal Air Force) equivalent in rank to a colonel in the army,MI6 officer,0
designating the player judged to be the most important to the sport,software developer award,0
incapable of flying,InterPro Family,0
a coupler shaped like the letter U with holes through each end so a bolt or pin can pass through the holes to complete the coupling; used to attach a drawbar to a plow or wagon or trailer etc.,"lake in Ontario, Canada",0
the state of being obligated to do or pay something,"course of action that someone is required to take, whether legal or moral",1
plant of moist highland meadows having ragged clusters of pale yellow flowers,species of plant,1
broad white collar worn over the lapels of a jacket,"shaped neckwear that fastens around or frames the neck, either attached to a garment or as a separate accessory",1
electronic warfare undertaken under direct control of an operational commander to locate sources of radiated electromagnetic energy for the purpose of immediate threat recognition,scientific journal article,0
small genus of Australian woody vines with small violet flowers; closely related to genus Kennedia,species of virus,0
lacking facets,"unfaceted 72 g polished red spinel (not actually a ruby), said to be owned by Timur, later set in a necklace for Queen Victoria in 1853",1
a port city of south central Ukraine on an arm of the Black Sea,"professional football club based in Odessa, Ukraine",0
a faint constellation twisting around the north celestial pole and lying between Ursa Major and Cepheus,two home computers,0
the process of printing from a surface on which the printing areas are not raised but are ink-receptive (as opposed to ink repellent),printing technique or process,1
a carbonate of ammonium; used in the manufacture of smelling salts and baking powder and ammonium compounds,chemical compound,1
small genus of Australian timber trees,genus of plants,1
game equipment consisting of one of several small six-pointed metal pieces that are picked up while bouncing a ball in the game of jacks,actor,0
having or allowing sufficient room,"California native surfer that became a pilot to surf uncrowded waves in remote locations. Accomplished pilot, aircraft mechanic, and licensed aircraft inspector of large, vintage amphibious aircraft.",1
type genus of Phytolaccaceae: pokeweed,subgenus of plants,0
the transfer from one conveyance to another for shipment,article,0
"process (ores or other raw materials), as by reduction",report,0
a rich black loam of Russia,article,1
a sail (or either of a pair of sails) immediately above the lowermost sail of a mast and supported by a topmast,"human settlement in Pender County, North Carolina, United States of America",0
a form of boric acid,chemical compound,1
a kingbird that breeds in the southeastern United States and winters in tropical America; similar to but larger than the eastern kingbird,species of bird,1
round one-inch Caribbean fruit with green leathery skin and sweet juicy translucent pulp; eaten like grapes,species of plant,1
a relatively large open container that you fill with water and use to wash the body,large container for holding water in which a person may bathe,1
a purchase negotiated by mail,2003 film,0
slender yellow-flowered European mustard often troublesome as a weed; formerly used as an anthelmintic,species of plant,1
destruction of heart tissue resulting from obstruction of the blood supply to the heart muscle,family of Russian military transport helicopters,0
a laborer in a railroad maintenance gang,Early 20th-century U.S. slang for crew who maintained railroad tracks,1
any of several robust long-tailed lizards with collars of two dark bands; of central and western United States and northern Mexico,family of reptiles,0
the sixth month of the Islamic calendar,sixth month of the Islamic calendar,1
a company that produces operas,opera company and producer,0
a game played by two teams of 11 players on a rectangular field 100 yards long; teams try to get possession of the ball and advance it across the opponents goal line in a series of (running or passing) plays,professional football league that merged with National Football League in 1970,0
a city in western Switzerland; cultural and commercial center,Swiss Federal Institute of Technology in Lausanne,0
a genus of Haemulidae,family of fishes,0
tall annual cereal grass bearing kernels on large ears: widely cultivated in America in many varieties; the principal cereal in Mexico and Central and South America since pre-Columbian times,"2007 single by 50 Cent, Eminem, Cashis",0
newly mown,chemical compound,1
a periodical published by a business firm for its employees and customers,genre of dance music that originated in the American city of Chicago in the early 1980s,0
a small spoon used for stirring tea or coffee; holds about one fluid dram,"spring in Nye County, United States of America",0
the dialect of Spanish spoken in Mexico,article,0
a person who has been convicted of a criminal offense,complex of multiple built objects,0
coextensive with or a subphylum of Bryozoa,"Chicago, Ill. :Field Museum of Natural History,1983 | University Library, University of Illinois Urbana Champaign View Book",0
a steroid having androgenic activity; obtained from the cortex of the adrenal gland,chemical compound,1
the transduction of sound waves into electrical waves (by a microphone),2010 single by Darin Zanyar,0
a domestic long-wool sheep,sheep breed,1
a family of fossil protoctists,Wikimedia template,0
a port city of south central Ukraine on an arm of the Black Sea,"raion in Mykolaiv Oblast, Ukraine",0
an English translation of the Vulgate by Roman Catholic scholars,First complete English language Catholic Bible,1
feeling of uneasiness and restlessness in the legs after going to bed (sometimes causing insomnia); may be relieved temporarily by walking or moving the legs,scientific journal article,0
(of a leaf shape) having a short sharply pointed tip,Botanical terms,0
spectacular plant having large prostrate leaves barred in reddish-purple and flowers with a clump of long yellow stamens in a coral-red cup of fleshy bracts; South Africa,Wikimedia category,0
entering a building unlawfully with intent to commit a felony or to steal valuable property,doctoral thesis,0
shrub with narrow-elliptic glossy evergreen leaves and yellow flowers with leathery petaloid sepals,Wikimedia category,0
the compass point midway between south and southeast,6.8 km SSE of Chocolate Drop (summit),0
a medieval hood of mail suspended from a basinet to protect the head and neck,"helmet that fully encloses the head, with a pivoting visor and integral bevor, is use from the Middle Ages to the Early Modern period",0
an error correction code that is recorded in each sector of a magnetic disk and used to catch errors in the data,superseded recommendation/international standard from the International Telecommunication Union,0
the region of Africa to the south of the Sahara Desert,racial or ethnic group in the United States with African ancestry,0
excessively mournful,mood disorder of non-specific depression,1
(Islam) a Muslim place of worship,place of worship for followers of Islam,1
South African novelist and short-story writer whose work describes the effects of apartheid (born in 1923),"watchmaker, father of Nadine Gordimer",0
fleshy indehiscent fruit with a single seed: e.g. almond; peach; plum; cherry; elderberry; olive; jujube,accused of witchcraft,0
occlusion of a coronary artery caused either by progressive atherosclerosis or by a blood clot,article,0
ethyl alcohol denatured with methyl alcohol to prevent its use as an alcoholic beverage,ethanol with additives to discourage recreational consumption,1
drinking water (often spring water) that is put into bottles and offered for sale,article,0
Hindu goddess of dawn; daughter of the sky and sister of the night,actress,0
genus of tropical American trees: quira,genus of plants,1
disperse as an aerosol,journal article; published in Aerosol Science and Technology in 2010,0
a coastal region at the southeastern corner of the Mediterranean bordering Israel and Egypt,English post punk band,0
a system of epicyclic gears in which at least one wheel axis itself revolves about another fixed axis,consists of two gears mounted so that the center of one gear revolves around the center of the other,1
a sleeve extending from shoulder to wrist,Seattle Seahawks Super Bowl Long Sleeved T-Shirt,0
compose an elegy,literary genre,1
designating the player judged to be the most important to the sport,type of sports award,0
a physician who specializes in psychiatry,"professional who evaluates, diagnoses, treats, and studies behavior and mental processes",0
a notch cut in the trunk of tree in order to determine the direction of its fall,2004 film,0
a Dravidian language (closely related to Tamil) that is spoken in southwestern India,Brahmic script used commonly to write the Malayalam language,0
a happening that occurs only once and is not repeated,album by Will Holland,0
(used of information or news) kept secret by using influence,American actress,1
the capital of Mali; located in the south on the Niger,university in Mali,0
leafy wildflower having fragrant slender white or pale pink trumpet-shaped flowers; southwestern United States and northern Mexico,Murder of two young Puerto Rican pro-independence activists,0
a deadly poisonous agaric; a large cap that is first white (livid or lead-colored) and then turns yellowish or tan,species of fungus,1
larvae (of a noctuid moth) that travel in large groups and destroy grains and alfalfa in the midwestern states,species of virus,0
someone who pursues fugitives or criminals for whom a reward is offered,person who catches fugitives for a monetary reward,1
a lotion consisting of a liquid preparation containing calamine; used to treat itching or mild skin irritations,medicinal lotion,1
a zodiacal constellation in the southern hemisphere; between Capricornus and Pisces,album by American pop group The 5th Dimension,0
dark brown crested bird of southeastern Asia,bird of the family Sturnidae,0
where slavery was prohibited,journal article; published in 2015,0
a bed that is built in and fixed to a wall,"enclosed bed generally designed for sleeping in a sitting position, whereby it can be closed with doors or curtains",1
an unearned rise in the market value of property resulting from general market factors,increase in the value of land or any property without expenditure of any kind on the part of the proprietor,1
(American football) a running play in which a back running in one direction hands the ball to a back running in the opposite direction,scientific journal article,0
bid over an opponent's bid when one's partner has not bid or doubled,"process of buying and selling goods or services by offering them up for bid, taking bids, and then selling the item to the highest bidder",1
the holy city of Shiite Muslims; located in northeastern Iran,"district (bakhsh) in Mashhad County, Razavi Khorasan Province, Iran",0
(computer science) a device that forwards data packets between computer networks,device that works as both router and a wireless access point,0
adjourn by royal prerogative; without dissolving the legislative body,the legislature of Singapore,0
deliberate obstruction of the operation of the federal legislative branch,act of obstructing the work of the United States Congress or one of its committees,1
an affected elegance of style that was introduced into Spanish literature by the poet Gongora,Spanish Baroque lyric poet,1
shrub with dark-green glossy foliage and solitary pale yellow flowers; northern China,chemical compound,0
instrument of execution consisting of a sealed chamber into which poison gas is introduced; used to kill people or animals,article,0
a city in central Chile to the south of Concepcion,article,0
a genus of Tettigoniidae,species of insect,0
an external ring of striated muscle surrounding the anus,opening at the opposite end of an animal's digestive tract from its mouth,1
white grape grown especially in California and the lower Loire valley of France,varietal,1
an environmentalist political party,party in the National Council of Switzerland,0
a bow used in playing the violin,Italian violin bow maker,0
very small family of New Zealand ferns,Wikimedia category,0
round loaf made with soda and buttermilk; often containing caraway seeds and raisins,Wheat bread leavened with baking soda,1
a person who has been convicted of a criminal offense,1913 short film by Oscar Eagle,0
a golf hole with a sharp angle in the fairway,watercourse in Canada,0
type genus of the Sapindaceae,genus of plants,1
woody yellow-flowered perennial of southeastern United States,species of plant,1
small genus of South African shrubs or small trees,genus of plants,1
a group of volcanic islands in the south central Pacific; part of French Polynesia,"cemetery located on the Marquesas Islands, French Polynesia, France",0
small genus of evergreen tropical shrubs or trees with smooth leathery leaves,genus of plants,1
the second brightest star in Orion,genus of insects,0
a small vascular growth on the surface of a mucous membrane,polypoidal masses,0
presenting favorable circumstances; likely to result in or show signs of success,article,0
the civil right (guaranteed by the Fifth Amendment to the United States Constitution) to refuse to answer questions or otherwise give testimony against yourself,amendment guaranteeing certain rights related to trials and due process,1
any of various moth caterpillars that destroy cotton bolls,"Washington :U.S. GPO,1914. | University of Florida, George A. Smathers Libraries",0
a genus of fungi belonging to the family Clathraceae,species of fungus,0
any of various fluorescent substances used in fluorescence microscopy to stain specimens,journal article; published in Aerosol Science and Technology in 2007,0
small genus of North American herbs and shrubs with terminal panicles of small ray flowers,species of plant,0
one of four playing cards in a deck with eight pips on the face,television series (1977-1981),0
performing complex and lengthy numerical calculations,episode of Person of Interest (S1 E10),0
extinct primitive hominid of late Pleistocene; Java; formerly Javanthropus,hominid fossil - extinct,1
a parallelogram with four right angles,American DJ,0
frequent and watery bowel movements; can be a symptom of infection or food poisoning or colitis or a gastrointestinal tumor,Film and television composer,0
oil from nuts of oil palms especially the African oil palm,Government agency in Malaysia,0
"a sheet of material (metal, plastic, cardboard, waxed paper, silk, etc.) that has been perforated with a pattern (printing or a design); ink or paint can pass through the perforations to create the printed pattern on the surface below",family name,0
Russian ballet dancer (1910-1998),Soviet ballet dancer,1
a relatively large open container that you fill with water and use to wash the body,Japanese extreme metal band,0
the larger of the two satellites of Mars,WITCH character,0
widely cultivated species of banana trees bearing compact hanging clusters of commercially important edible yellow fruit,fruit,1
a serial killer whose murders occur within a brief period of time,American spree killer,0
(formerly) a jail or other place of detention for persons convicted of minor offences,"former prison in England, UK",0
"ask for humbly or earnestly, as in prayer",journal article from 'Poétique' published in 2007,0
the transduction of sound waves into electrical waves (by a microphone),album by Newsboys,0
become looser or slack,sport similar to tightrope walking,1
a crystalline compound used in the form of a hydrochloride as a local anesthetic,chemical compound,1
a musical composition for two performers,composition for piano four hands by Christian Sinding,0
"a measure of someone's weight in relation to height; to calculate one's BMI, multiply one's weight in pounds and divide that by the square of one's height in inches; overweight is a BMI greater than 25; obese is a BMI greater than 30",Former British airline; absorbed into British Airways,0
a stiff yucca with a short trunk; found in the southern United States and tropical America; has rigid spine-tipped leaves and clusters of white flowers,species of plant,1
civilian garb as opposed to a military uniform,television series,0
closure imposed on the debate of specific sections of a bill,album by Circle,0
conscious of your own shortcomings,Hatred of oneself,1
a genus of Siphonaptera,species of insect,0
a bar of milk chocolate made by the Hershey company,Candy bar,1
a set of china or silverware for serving tea,painting by Jean-Étienne Liotard,0
South American evergreen tree or shrub,Wikimedia category,0
national flag of the United Kingdom,national flag,0
a city in central Chile to the south of Concepcion,Equipo que acaba de descender a manos de Provincial Curicó Unido,0
hating women in particular,hatred or dislike of women or girls,1
a passerine bird of the suborder Tyranni,family of birds found in the Americas,1
having no color,Human disease,0
an industrial city of northeastern China in Hebei province,"prefecture-level city in Hebei, China",1
plant of western North America and northeastern Asia having prostrate stems with dense racemes of pale violet to lilac flowers,Wikimedia category,0
marsh ferns: in some classification systems considered part of genus Dryopteris in family Dryopteridaceae,section of plants,0
a variety of aster,groupings used in traditional Chinese culture to organize the stars,1
the region of Africa to the south of the Sahara Desert,African-descended peoples living outside Africa,0
passing reference or indirect mention,family of mammals,0
flea that attacks dogs and cats,species of insect,1
a chowder made with clams and tomatoes and other vegetables and seasonings,chowders containing clams and broth,1
a waterway used by small boats to travel between the Atlantic Ocean and the Gulf of Mexico through Lake Okeechobee and the Caloosahatchee_Canal and the Caloosahatchee River,"canal in Florida, United States of America",1
a heel that is an extension of the sole of the shoe,InterPro Domain,0
make an emergency landing,aircraft landing made in response to a crisis,1
without payment,pass that gives free entrance to a selection of Dutch cinemas,0
malignant neoplasm of the uterus derived from the epithelium of the chorion,Human disease,1
a republic on the Pacific coast of Central America,a series in the National Archives and Records Administration's holdings,0
flies whose larvae feed on pickles and imperfectly sealed preserves,article,0
Malaysian palm whose pithy trunk yields sago--a starch used as a food thickener and fabric stiffener; Malaya to Fiji,species of plant,1
leafy wildflower having fragrant slender white or pale pink trumpet-shaped flowers; southwestern United States and northern Mexico,researcher ORCID ID = 0000-0003-2534-9447,0
a variety of parsley having flat leaves,"species of plant, herb",1
a community of Native Americans who speak a Hokan language and live in northeastern California,painting by Ludwig Sander,0
take watchful responsibility for,temporary childcare provider,1
a white or greenish aluminum silicate mineral (resembles talc),phyllosilicate mineral,1
a vowel whose quality or length is changed to indicate linguistic distinctions (such as sing sang sung song),Wikimedia template,0
any of three colors from which all others can be obtained by mixing,American music corporation,0
a continuation of the axillary vein; joins the internal jugular to form the brachiocephalic vein,paired large vein,1
a cylindrical drawstring bag used by sailors to hold their clothing and other gear,Wikimedia list article,1
a reddish coloring material found in some algae,pigment found in some green algae,1
hating women in particular,Wikimedia category,0
a genus of Hexanchidae,species of fish,0
of southwest United States and Mexico; call is like a dog's bark,species of amphibian,1
shaped in the form of a stirrup,light frame or ring that holds the foot of a rider,1
a Dravidian language spoken in southern India,Indian Kannada film actor,0
Australian palm with leaf buds that are edible when young,species of plant,1
the interpretation in harmonious bodily movements of the rhythm of musical compositions; used to teach musical understanding,Wikimedia category,0
a clear colorless volatile liquid (alcohol) used as a solvent and antiseptic,journal article; published in 1965,0
low semi-evergreen perennial herb having small spikes of white or pinkish flowers; native to southern United States but grown elsewhere,Wikimedia category,0
a colorless insoluble solid alcohol used to make detergents and pharmaceuticals,Catalysis of the reaction: icosanoyl-CoA + dodecan-1-ol = arachidoyl dodecanoate + coenzyme A,0
genus of aromatic European herbs with yellow flowers,Wikimedia category,0
small amphipod crustacean having a grotesque form suggestive of the praying mantis; found chiefly on seaweed,family of crustaceans,1
someone who collects taxes for the government,video game; clone of Namco's Pac-Man written by Brian Fitzgerald for the Apple II and published by H.A.L. Labs in 1981,0
southeastern United States to northern Mexico and Jamaica,species of plant,1
the 10th day of Dhu'l-Hijja; all Muslims attend a service in the mosques and those who are not pilgrims perform a ritual slaughter of a sheep (commemorating God's ransom of Abraham's son from sacrifice) and give at least a third of the meat to charity,Islamic holiday,1
a genus of Caprimulgidae,subspecies of bird,0
largest city in Illinois; a bustling Great Lakes port that extends 26 miles along the southwestern shoreline of Lake Michigan,American football team,0
a federation in northeastern Europe and northern Asia; formerly Soviet Russia; since 1991 an independent state,honorary title of Russia,0
a large collection of African townships to the southwest of Johannesburg in South Africa; inhabited solely by Black Africans,article,0
type genus of the Laniidae: typical shrikes,family name,0
the capital and largest city of Grenada,association football club,0
bites humans; a vector for Lyme disease spirochete,species of arachnid,1
semi-prostrate evergreen herb of western United States,Wikimedia list article,0
the line formed by the lower edge of a skirt or coat,drawing in the National Gallery of Art (NGA 122428),0
a tent with a fly front,"outer layer of a tent or piece of material which is strung up using rope as a minimalist, stand-alone shelter",1
a tract of low muddy land near an estuary; covered at high tide and exposed at low tide,coastal wetlands,1
a form of anthrax infection acquired by inhalation of dust containing Bacillus anthracis; initial symptoms (chill and cough and dyspnea and rapid pulse) are followed by extreme cardiovascular collapse,human disease,0
a region of the eastern United States comprising New York and New Jersey and Pennsylvania and Delaware and Maryland,region of the United States,1
any of various fruits of the gourd family with thick rinds and edible yellow to orange flesh that mature in the fall and can be stored for several months,squash harvested and eaten in mature fruit stage; skin hardened into tough rind,1
small genus of Australian shrubs or trees,species of plant,0
a transportation system that operates over relatively short distances,railroad company that operates over a short distance,1
shrubby climber having glossy leaves and white funnel-shaped flowers with yellow throats,Wikimedia category,0
widely distributed order of mosses with erect gametophores and sporophytes at the tips of stems,order of plants,1
a stringed instrument of India; has a long neck and movable frets; has 6 or 7 metal strings for playing and usually 13 resonating strings,family name,0
a form containing a set of questions; submitted to people to gain statistical information,article,0
a spring that discharges hot water and steam,"census-designated place in Montana, United States of America",0
a garden where hops are grown,female flowers of Humulus lupulus,1
proficient and confident in performance,2004 film,1
any person who is on your side,episode of The Big Bang Theory (S5 E7),0
genus comprising some small antelopes of eastern and northeastern Africa,species of antelope found in eastern and southern Africa,0
a percussion instrument with wooden bars tuned to produce a chromatic scale and with resonators; played with small mallets,swedish journalist,0
(Greek mythology) the god of marriage,German actress and singer,0
an ancient Roman road in Italy built by Gaius Flaminius in 220 BC; extends north from Rome to cisalpine Gaul,Ancient Roman Roman road,1
low to prostrate shrub of Canada and northern United States; bronzed purple in winter,Wikimedia category,0
a Bantu language,journal,0
a phrase or pronunciation that is peculiar to a particular locality,article,0
a dentist who is expert in prosthodontics,medical field related to artificial teeth,0
a blood disorder consisting of a decrease in the volume of circulating blood,scientific journal article,0
the act of endowing with a permanent source of income,think tank,0
genus of American herbs with flowers having yellow rays: sneezeweeds,species of plant,0
a belt that carries motion from a motor to the machinery,loop of flexible material used to mechanically link rotating shafts,1
family of false morels or lorchels; some are edible and some are poisonous,Wikimedia category,0
relating to the lower jaw,article,0
the basic unit of money in Lithuania,"Artist, painter, sculptor",0
the gradual process of acquiring knowledge,journal,1
40th President of the United States (1911-2004),architectural structure,0
a small arch built across the interior angle of two walls (usually to support a spire),"Whixall, Shropshire, SY13",0
search (someone) for weapons or drugs by having the person remove their clothes,article,0
a Scandinavian language (closely related to Icelandic) that is spoken on the Faroe Islands,"Faroese annual cultural award given to Faroese writers, musicians and artists",0
whiting of the east coast of United States; closely resembles king whiting,species of fish,1
an ancient region of northeastern Africa (southern Egypt and northern Sudan) on the Nile; much of Nubia is now under Lake Nasser,Colombian biologist,0
the act of drinking (especially an alcoholic drink),government agency,1
remove from the crate,article,1
place in a rack,"form of murder, homicide",1
a pen with a writing tip made of felt (trade name Magic Marker),software company,0
an African genus of plants of the family Zingiberaceae,aframomum citratum,0
tufted perennial wood aster of North America; naturalized in Europe,form of plant,0
a bag in which students carry their books,bag carried on one's back,1
a heavy brittle metallic element of the platinum group; used in alloys; occurs in natural alloys with platinum or osmium,"capital of Gozo, an island of the Maltese archipelago",0
a genus of fungi belonging to the family Boletaceae,species of mammal,0
measuring instrument consisting of a right-angled tube with an open end that is directed in opposition to the flow of a fluid and used to measure the velocity of fluid flow,American politician,0
any shrub or tree of the genus Grevillea,genus of plants,1
river in eastern Asia; rises in North Korea and flows southwest to Korea Bay (forming part of the border between North Korea and China),river in People's Republic of China,0
a digit from 0 to 15 in hexadecimal notation,Wikimedia template,1
a smart bomb that seeks the laser light reflected off of the target and uses it to correct its descent,"airport in Long Beach, Greater Los Angeles Area, California, United States",0
where slavery was prohibited,political party in the United States,0
a metric unit of volume equal to one tenth of a liter,pair of enantiomers,0
the independent agency that oversees management of federal government records including presidential libraries and historic collections,university,0
a semiliquid mass of partially digested food that passes from the stomach through the pyloric sphincter into the duodenum,"the semi-fluid mass of partly digested food that is expelled by the stomach, through the pyloric valve, into the duodenum",1
a musical composition for two performers,journal article; published in Acute Cardiac Care in 2000,0
a rich custard set with gelatin,Wikimedia list article,0
any of various fruits of the gourd family with thick rinds and edible yellow to orange flesh that mature in the fall and can be stored for several months,family of winter squash,0
pathological production of gummy exudates in citrus and various stone-fruit trees,the formation of patches of a gummy substance on the surface of certain plants,1
a trowel used by gardeners,"one of many kinds of small hand tools used for digging, applying, smoothing, or moving small amounts of viscous or particulate material; common varieties include the masonry trowel, garden trowel, and float trowel",1
selfless love of one person for another without sexual implications (especially love that is spiritual in nature),female given name,0
a cardboard used by bookbinders to make covers for books,thick paper-based material,1
a channel in which a tidal current runs,article,0
free from Nazi ideology or detach from Nazi allegiance,process carried out after World War II,1
a fierce battle fought in close combat between troops in predetermined positions at a chosen time and place,television series,0
breathing with a husky or whistling sound,coarse whistling sound from breathing,1
makeup that is used to color the lips,album by Alejandra Guzmán,0
an irresistible sexual attraction to dead bodies,2002 video game,0
a salt of boric and silicic acids,type of glass with silica and boron trioxide as the main glass-forming constituents,1
truck whose contents can be emptied without handling; the front end of the platform can be pneumatically raised so that the load is discharged by gravity,episode of Adam-12,0
a city in western Switzerland; cultural and commercial center,municipality in Switzerland,0
flesh of Pacific trout that migrate from salt to fresh water,species of fish,1
the formation of a close personal relationship between men,article,0
a national park in Utah having rock formations and ancient cliff dwellings; canyons of the Green River and the Colorado River,"plain in Canyonlands National Park in San Juan County, Utah, United States",0
tall annual cereal grass bearing kernels on large ears: widely cultivated in America in many varieties; the principal cereal in Mexico and Central and South America since pre-Columbian times,"city in Adams County, Iowa, United States",0
excessive movement; especially excessive motility of the gastrointestinal tract,loose or liquid bowel movements,1
syndrome resulting from a serious acute (sometimes fatal) infection associated with the presence of staphylococcus; characterized by fever and diarrhea and nausea and diffuse erythema and shock; occurs especially in menstruating women using highly absorbent tampons,InterPro Family,0
of or pertaining to or characteristic of the style of William S. Gilbert,English librettist of the Gilbert & Sullivan duo,1
an antifungal and antibiotic (trade names Mycostatin and Nystan) discovered in New York State; derived from soil fungi actinomycetes,article,0
a fungus with a cap that is creamy grey when young and turns brown with age and a whitish stalk that stains yellow when handled,Wikimedia category,0
queen of the Olympian gods in ancient Greek mythology; sister and wife of Zeus remembered for her jealously of the many mortal women Zeus fell in love with; identified with Roman Juno,album by Marvin Gaye,0
former name of the Characidae,family of fishes,1
a cartridge in which an output voltage is produced by the vibration of a piezoelectric crystal,device for playback of acoustic sounds stored as deviations on a disk or cylinder,1
the person who operates the projector in a movie house,French projectionist,0
a genre of French painting characterized by bright flat shapes and symbolic treatments of abstract ideas,art movement,1
city in Sudan,city in Sudan,1
South American tree having fruit similar to the true guava,species of plant,1
the 25th wedding anniversary,Wikimedia list article,0
a black grouse of western Asia,species of bird,1
a cap that is wrapped around by a turban and worn by Muslim religious elders,human settlement,1
a United States program of economic aid for the reconstruction of Europe (1948-1952); named after George Marshall,collection in the National Archives and Records Administration's holdings,0
(election) a ballot that is cast while absent (usually mailed in prior to election day),article,0
a colorless basic antibiotic that inhibits the growth of Gram-positive organisms,chemical compound,1
tall trees native to the Australian region; source of timber and medicinal oils from the aromatic leaves,genus of plants,1
provide with new seats,movement to refurbish and rebuild Church of England churches and cathedrals,1
of or relating to plants of the family Cucurbitaceae,family of plants,1
small genus of southeastern Asian tropics: teak,article,0
a tan discoloration of a woman's face that is associated with pregnancy or with the use of oral contraceptives,genus of plants,0
wild aster with fernlike leaves and flower heads with very narrow bright purple rays; Alberta to Texas and Mexico,species of plant,1
the compass point midway between south and southwest,Wikipedia template page,0
a port and the capital of Guinea,airport,0
the Finnic language spoken by the Votyak,"human settlement in Krasnogorsky District, Udmurt Republic, Udmurt Republic, Russia",0
beta blocker that can reduce the progression of heart failure in individuals whose disease is not advanced,article,0
crimson-and-grey songbird that inhabits town walls and mountain cliffs of southern Eurasia and northern Africa,species of bird,1
a freight car that is equipped with refrigeration system,Wikimedia category,0
(ecology) a community of organisms where there are several interrelated food chains,organization,0
malignant ocular tumor of retinal cells; usually occurs before the third year of life; composed of primitive small round retinal cells,article,0
the right of a journalist to refuse to divulge sources of confidential information,limited right for journalists to withhold sources,1
a pen with a writing tip made of felt (trade name Magic Marker),drawing - ink wash and felt tip on paper by David Claerbout (De Pont 2013.DC.05),0
the law enforcement agency of the Justice Department that operates a nationwide system of prisons and detention facilities to incarcerate inmates sentenced to imprisonment for federal crimes,Wikimedia category,0
small genus of low perennial herbs of montane Europe; in some classifications included in genus Tussilago,species of plant,0
a white tasteless odorless crystalline product of protein metabolism; found in the blood and urine,InterPro Family,0
the third from the lowest forward ratio gear in the gear box of a motor vehicle,"ratio of the pitch circles of meshing gears, determining ratios of speed and torque",0
a native or resident of Connecticut,Wikimedia template,1
the position on a baseball team of the player who is stationed behind home plate and who catches the balls that the pitcher throws,sportsperson taking part in professional wrestling,0
large stork-like bird of the valley of the White Nile with a broad bill suggesting a wooden shoe,species of bird,1
a faint constellation twisting around the north celestial pole and lying between Ursa Major and Cepheus,legendary creature,0
West Indian shrub or small tree having leathery saponaceous leaves and extremely hard wood,Wikimedia category,0
having a metaphorically delicate touch; - New Yorker,article,1
data about data,database of metadata that supports the fuctionality of registration,0
a leaf from a fig tree,painting by Francis Picabia,0
straight chair having a shaped seat and a back of many spindles,drawing in the National Gallery of Art (NGA 20033),0
a fine grained mineral having a soft soapy feel and consisting of hydrated magnesium silicate; used in a variety of products including talcum powder,clinical trial,0
selfless love of one person for another without sexual implications (especially love that is spiritual in nature),Christian martyr saints of Thessalonica,0
the capital of French Polynesia on the northwestern coast of Tahiti,badminton championships,0
tufted evergreen perennial having ciliate leaves and yellow corymbose flowers often spotted orange,Wikimedia category,0
an unventilated area where no air circulates,exhaled air you rebreathe when you inhale,1
within the brain,article,0
the basic unit of money in Bermuda,currency,1
(Old Testament) Babylonian general and son of Nebuchadnezzar II; according to the Old Testament he was warned of his doom by divine handwriting on the wall that was interpreted by Daniel (6th century BC),performing arts production,0
a borough of New York City,2006 album by The Bronx,0
tree of India and Burma yielding a wood resembling mahogany,species of plant,1
breed of slender agile medium-sized hound found chiefly in the Balearic Islands; said to have been bred originally by the Pharaohs of ancient Egypt,Wikimedia category,0
a type of ascomycetous fungus,Wikimedia category,0
large American food fish,species of fish,1
leafy wildflower having fragrant slender white or pale pink trumpet-shaped flowers; southwestern United States and northern Mexico,superhero appearing in DC Comics publications and related media,0
a powerful short-haired African hunting dog having a crest of reversed hair along the spine,Wikimedia category,0
the complex of emotional and intellectual attributes that determine a person's characteristic actions and reactions,journal,0
a religion founded in Iran in 1863; emphasizes the spiritual unity of all humankind; incorporates Christian and Islamic tenets; many adherents live in the United States,Son of Bahá'u'lláh and leader of the Bahá'í Faith,0
a wide street in London stretching from Trafalgar Square to the Houses of Parliament; site of many government offices,"human settlement in Muskegon County, Michigan, United States of America",0
take watchful responsibility for,2005 film by Adam Shankman,0
be counted out; remain down while the referee counts to ten,short story by P. G. Wodehouse,1
sweet almost seedless orange of Israel,variety of orange fruit,1
pitcher plant of southeastern United States having erect yellow trumpet-shaped pitchers with wide mouths and erect lids,extended play by Behemoth,0
the ability to see in reduced illumination (as in moonlight),2011 film by Matt Thompson,0
the tenth month of the Islamic calendar,10th day of Shawwal in the Islamic calendar,0
diced lobster mixed with Mornay sauce placed back in the shell and sprinkled with grated cheese and browned,French lobster dish,1
a van used for moving home or office furniture,business that provides packing and moving services for relocation,1
common woodland herb of temperate North America having yellow nodding flowers and small round blue fruits,Wikimedia category,0
a building having a circular plan and a dome,"ancient funerary monument, the most numerous form of round barrow",0
any of various geometric designs (usually circular) symbolizing the universe; used chiefly in Hinduism and Buddhism as an aid to meditation,mountain in Indonesia,0
