text1,text2,is_same
place (one geometric figure) upon another so that their perimeters coincide,when two waves superpose to form a new wave,1
in a prophetically fateful manner,kiss by which Judas Iscariot identified and betrayed Jesus Christ,1
of or pertaining to the botanical genus Allium,subfamily of plants,1
predacious on other insects; usually brightly colored or metallic,family of insects,1
contaminated by mercury,article,1
a small open pie filled with sliced apples and sugar,apple that is used primarily for cooking rather than eating raw,1
remove fibrin from (blood),"fibrous, non-globular protein involved in the clotting of blood.",1
the ordinal number of forty-four in counting order,ordinal number for 44,1
large drinking vessel with one handle,German metal band,0
containing two carboxyls per molecule,organic compound containing two carboxyl functional groups (−COOH),1
wood or plastic fastener; for holding clothes on a clothesline,drawing in the National Gallery of Art (NGA 21510),0
the fifth day of the week; the fourth working day,day of the week,1
an envious eagerness to possess something,grouping and classification of vices within Christian teachings,0
of humble birth or origins,album by Anberlin,1
the upper house of the United States Congress,upper house of the United States Congress,1
a hearing to determine by what authority someone has an office or franchise or liberty,legal document demanding proof of authority,1
an injection into a muscle,injection of a substance directly into a muscle,1
someone who settles on land without right or title,watercourse in Canada,0
inflammation of the brain and spinal cord,inflammation of the brain and spinal cord,1
intentional deception resulting in injury to another person,American music producer,0
someone who climbs mountains,person who climbs mountains,1
being everywhere equidistant and not intersecting,programming paradigm in which many calculations or the execution of processes are carried out simultaneously,1
a writ issued by court authority to compel the attendance of a witness at a judicial proceeding; disobedience may be punishable as a contempt of court,court summons ordering the recipient to appear before the court and produce documents or other tangible evidence for use at a hearing or trial,0
a short ad in a newspaper or magazine (usually in small print) and appearing along with other ads of the same type,"form of advertising which is particularly common in newspapers, online and other periodicals",1
of or relating to an archdeacon or his office,"senior clergy position in Anglicanism, Chaldean Catholic, Syrian Malabar Nasrani, and some other Christian denominations, above that of most clergy and below a bishop",1
a Formosan language,language family,1
(of speed) less than that of sound in a designated medium,branch of dynamics concerned with studying the motion of air,0
a situation in which no one can emerge as a clear winner,confrontation between two or more parties in which no participant can proceed or retreat without being exposed to danger,1
a smaller prairie chicken of western Texas,species in the grouse family,1
a strategically important strait linking the Persian Gulf and the Gulf of Oman,Wikinews article,0
not required or requested,episode of Two and a Half Men (S7 E14),1
a musician who plays the tenor saxophone,Slovene tenor,0
(law) an increase in a beneficiary's share in an estate (as when a co-beneficiary dies or fails to meet some condition or rejects the inheritance),scientific journal article,1
a genus of fungi belonging to the family Sarcoscyphaceae,species of fungus,0
the fluid-filled cavity inside a blastula,clinical trial,1
(biology) the existence of two or more forms of individuals within the same animal species (independent of sex differences),single nucleotide position in genomic DNA at which different sequence alternatives exist,1
a workshop where clayware is made,someone who makes pottery,0
implement for beating dust out of carpets,drawing in the National Gallery of Art (NGA 25629),1
"a mild, rare, congenital form of myotonia characterized by muscle stiffness",muscle tissue disease that is characterised by slow muscle relaxation associated with hyperexcitation of the muscle fibres,1
relating to or promoting the preaching and dissemination of the Christian gospel,spreading the Gospel of Jesus Christ for the purpose of conversion or a rapprochement with Christianity,1
in an unpatriotic manner,devotion to one's country,1
(genetics) a combination of alleles (for different genes) that are located closely together on the same chromosome and that tend to be inherited together,article,1
the general region between the anus and the genital organs,region of the body including the perineal body and surrounding structures,1
a plastic card containing a microprocessor that enables the holder to perform operations requiring data that is stored in the microprocessor; typically used to perform financial transactions,smart card used in Taiwan,0
a neural structure that serves as the last of a series of processing centers along the auditory pathway from the cochlea to the temporal lobe of the cerebral cortex,"An abnormality of the auditory evoked potentials, which are used to trace the signal generated by a sound, from the cochlear nerve, through the lateral lemniscus, to the medial geniculate nucleus, and to the cortex.",1
any of several varieties of apples with red skins,American artist,0
lightly hairy rhizomatous perennial having aromatic feathery leaves and stems bearing open clusters of small buttonlike yellow flowers; sand dunes of Pacific coast of North America,Common Name: Family: Synonyms: Element Code: Full Name: Tanacetum douglasii DC. USDA PLANTS Symbol:,1
the movement aimed at equal rights for women,chronological narrative of the movements and ideologies aimed at equal rights for women,1
a candle or flaming torch secured in a sconce,(1818-1852) Church of England clergyman,0
a sale of property by the sheriff under authority of a court's writ of execution in order satisfy an unpaid obligation,episode of The Lone Ranger (S4 E41),0
a city in western Oregon on the Willamette River; site of a university,French dramatist and librettist,0
a storm during which hail falls,storm characterized by the presence of hail,1
of or relating to or being a communications network in which the bandwidth can be divided and shared by multiple simultaneous signals (as for voice or data or video),wide bandwidth data transmission with an ability to simultaneously transport multiple signals and traffic types,1
(Norse mythology) goddess of the heavens and married love; wife of Odin,association football club,0
a chair for feeding a very young child; has four long legs and a footrest and a detachable tray,"mountain in Washington, United States of America",1
someone who has the power of clairvoyance,New age writer and clairvoyant teacher,0
an expanded molecular formula showing the arrangement of atoms within the molecule,graphic representation of a molecular structure,1
relating to or resembling a medusa,"soft-bodied, aquatic invertebrates",1
the force that produces magnetic flux,A quantity representing the sum of magnetizing forces along a circuit.,1
a tray or stand for writing implements and containers for ink,drawing in the National Gallery of Art (NGA 25216),0
flesh of large trout of northern lakes,article,0
without success,Australia's predominant carrier until the early 1950s,0
either of two arteries that supply blood to the neck and arms,"major arteries of the upper thorax, below the clavicle",1
radiation from the sun,article,1
toxic to the organs of hearing or balance or to the auditory nerve,property of being toxic to the ear,1
a narcotic that is considered relatively strong and likely to cause addiction,Wikinews article,1
lacking hair or a similar growth or tending to become hairless,"organ of a vascular plant, composing its foliage",1
"a mass of ice and snow that permanently covers a large area of land (e.g., the polar regions or a mountain peak)","ice mass that covers less than 50,000 km² of land area",1
a constellation in the southern hemisphere near Puppis and Antlia,constellation in the southern celestial hemisphere,1
"take position in the rear, as in a military formation or in the line of scrimmage in football",2000 film,0
low tufted plant having hairy stems each topped by a flower head with short narrow yellow rays; northwestern United States,species of plant,1
a white trivalent metallic element; sometimes classified in the rare earth group; occurs in the Scandinavian mineral thortveitite,element with the atomic number of 21,1
(of a disease) characterized by periods of diminished severity,common medical sign characterized by elevated body temperature,1
not embarrassed; - Jerome Stone,process of revealing one's sexual orientation or other attributes,0
someone who stands in a place where one might otherwise sit (as a spectator who uses standing room in a theater or a passenger on a crowded bus or train),"movie theater in Prairie Village, Kansas, United States",0
of or related to acetic acid,clinical trial,1
exciting strong but not unpleasant emotions,article,1
"(linguistics) a speaker's implicit, internalized knowledge of the rules of their language (contrasted with linguistic performance)",system of linguistic knowledge possessed by native speakers of a language,1
a beam of ions moving in the same direction at the same speed,article,1
(optics) defect in an optical system in which light rays from a single point fail to converge in a single focal point,"refractive error characterized by the optics of the eye to focus a point object into a sharp focused image on the retina, has_symptom blurred vision.",1
the ratio of the density of something to the density of a standard,ratio of the density (mass of a unit volume) of a substance to the density of a given reference material,1
the profession of teaching (especially at a school or college or university),journal,1
a genus of fossil fish of the family Myxinidae,article,1
mild vegetable oil when used as food; especially olive or edible rape oil,type of petroleum,1
a verse line having eight syllables or a poem of octosyllabic lines,verse with eight syllables per line,1
the trait of being meticulous about matters of taste or style,article,0
memory for experiences that are past,tendency to view past events in a positive (often unrealistic) light,1
a phrase that functions as a pronoun,verb whose direct object is the same as its subject,0
green peas with flat edible pods,variety of plants,1
coextensive with the family Myricaceae,order of plants,0
Dutch architect and town planner (1856-1934),Dutch architect (1856-1934),1
feeding on fishes,article,1
impose a fine on,financial penalty,1
silver-haired shrub of central and southern United States and Mexico; a troublesome weed on rangelands,species of plant,1
down feather of young birds; persists in some adult birds,young seed plant,1
soap in powdered form mixed with alkaline builders,"liquid soap, powder or paste to remove grease",1
wanting to eat or drink more than one can reasonably consume,algorithm that makes locally optimal choices in a sequence of steps with the goal of reaching a global optimum,1
a representative legal action whose outcome is likely to become a precedent,article,1
the rational investigation of questions about existence and knowledge and ethics,journal,1
a small nut,article,0
one of the four main compass points,"directions of north, east, south, and west",1
the act of decelerating; decreasing the speed,article,1
(law) a broad legal concept including anything that disturbs the reasonable use of your property or endangers life and health or is offensive,article,0
a fungal infection characterized by itchy warty nodules on the skin,article,0
electronic equipment consisting of a combination of a radio receiver and a record player,US consumer electronics distributor,1
kill by submerging in water,2014 single by Bring Me the Horizon,0
a part of the Gulf of Mexico to the west of Yucatan,bay,1
"strike (the ball) in golf, tennis, or hockey obliquely downward so as to give a backspin or elevation to the shot",Undercut support during casting,1
a specimen used for cytologic examination and diagnosis,article,1
make a noise characteristic of a goose,single by Gaggle,1
a studio where broadcasts originate,installation in which video productions take place,1
the art of assembling logical elements into a computing device; the specification of the relation between parts of a computer system,"set of rules and methods that describe the functionality, organization, and implementation of computer systems",1
a movement advocating greater protection of the interests of consumers,journal,0
"of rocks, deposits, etc.; found in a place other than where they and their constituents were formed",article,1
low creeping shrub of Arctic Europe and America,species of plant,1
a deformed toe which is bent in a clawlike arch,clinical trial,0
not alphabetic,who don't know read nor write,1
military censorship of civilian communications (correspondence or printed matter of films) entering or leaving of circulating within territories controlled by armed forces,a series in the National Archives and Records Administration's holdings,1
subnormal body temperature,article,0
the tendency to float in water or other liquid,upward force that opposes the weight of an object immersed in fluid,1
a mixed drink made of wine mixed with a sparkling water,"chilled drink, usually with white wine and sparkling water",1
fertilization of two or more ova released during the same menstrual cycle by sperm from separate acts of coitus (especially by different males),article,1
the act of removing floating material from the surface of a liquid,"process of removing cream from the surface of milk, producing skimmed milk",1
larva of fungus gnat that feed on cereals and other grains; they march in large companies in regular order when the food is exhausted,species of insect,1
an electrical device that sends or receives radio or television signals,naval torpedo designed to be launched by aircraft or helicopters,0
two games instead of one (especially in baseball when the same two teams play two games on the same day),a set of two baseball games played between the same two teams on the same day,1
one species of aquatic plant: golden club,Wikimedia template,0
a contemptuous or scornful remark,painting by Jean Dubuffet (Artic 2018.288),0
steps consisting of two parallel members connected by rungs; for climbing up or down,vertical set of rungs or steps,1
a high ranking person in the Ku Klux Klan,Ku Klux Klan Grand Dragon,0
hard marbled wood,species of plant,1
small plant with leaves in a basal cluster and tiny greenish flowers in slender racemes; northwestern North America to California and Colorado,species of plant,1
(computer science) a natural language processing application that tries to determine the intended meaning of a word or phrase by examining the linguistic context in which it is used,Wikimedia template,1
the depth to which something penetrates (especially the depth reached by a projectile that hits a target),journal article; published in Aerosol Science and Technology in 2003,0
(psychoanalysis) the fifth sexual and social stage in a person's development occurring during adolescence; interest focuses on sexual activity,theory of human development according to Freudian psychology,1
the wife of a reigning king,wife of a reigning king,1
safety as a consequence of entailing no risk,article,1
the lowest pair of spinal nerves,nerve that carries signals between the spinal chord and the body,1
early stage of an embryo produced by cleavage of an ovum; a liquid-filled sphere whose wall is composed of a single layer of cells; during this stage (about eight days after fertilization) implantation in the wall of the uterus occurs,Formation of a small group of cells (pole cells) at the posterior pole of the insect blastula. They are the first cells to cellularize after the arrival of nuclei at the end of the syncytial blastula stage and are the precursors to the insect germ ce,1
foil made of gold,article,0
East Indian legume having hairy foliage and small yellow flowers followed by cylindrical pods; used especially in India for food and forage and as a soil conditioner; sometimes placed in genus Phaseolus,species of plant,1
the property of being a composite number,journal,0
(Na2SO4.10H2O) a colorless salt used as a cathartic,chemical compound,1
based in theory rather than experiment,article,0
a period of time during which a person is normally in a particular life state,album by Bing Crosby,0
the act of discrediting or detracting from someone's reputation (especially by slander),disadvantage; something that detracts or takes away,1
front illustration facing the title page of a book,illustration facing a book's title page,1
relating to or being or containing chlorophyll,group of chemical compounds,1
not easily seen,article,1
the quality of being believable or trustworthy,American professional wrestler,0
a language used to describe the syntax of another language,"professor and researcher in theoretical syntax, language acquisition and psycholinguistics",0
a Scandinavian language that is spoken in Norway,North Germanic language spoken in Norway,1
group of evergreen or deciduous shrubs formerly considered a separate genus; now included in the genus Rhododendron,subgenus of plants,1
capable of being uttered or pronounced,"""compiler language with no pronounceable acronym""",0
the person in charge of a railway station,"South Wingfield, Amber Valley, Derbyshire, DE55",0
rubber ball used in playing squash,mechanical device that automatically throws out squash balls at different speeds and angles,1
without seeing or looking,complete or nearly complete vision loss,1
tetras,genus of fishes,1
having ribs,Botanical terms,1
"eukaryotic one-celled living organisms distinct from multicellular plants and animals: protozoa, slime molds, and eukaryotic algae",genus of Apicomplexan parasites,0
a person to whom money is owed by a debtor; someone to whom an obligation exists,legal status of a person or other entity that cannot repay the debts it owes to creditors,1
the 1st cervical vertebra,first cervical vertebra of the spine which supports the skull,1
shroud that is part of a ship's rigging,print in the National Gallery of Art (NGA 4514),1
the principal work of your career,article,0
an unearned rise in the market value of property resulting from general market factors,increase in the value of land or any property without expenditure of any kind on the part of the proprietor,1
the capital and largest city of Madagascar,region of Madagascar,0
a secondary phenomenon that is a by-product of another phenomenon,article,0
absence of the sense of pain without loss of consciousness,journal,0
a white crystalline salt used as a food preservative and antiseptic,clinical trial,0
deify or glorify,sculpture by Charles Henry Niehaus,0
a dialect of Middle English,college in Kansas,0
easily destroyed,split single by MSBR and Merzbow,1
oil from the peppermint plant used as flavoring,Essential oil of peppermint (Mentha x piperita) obtained by steam destillation,1
based on exact thinking,capacity for consciously making sense of things,1
a genus of fungi belonging to the family Rhizopogonaceae,Wikimedia category,0
a dialect of Chinese spoken in the Yangtze delta,Wu dialect as spoken in the financial capital of the PRC,1
a tool or machine used for wearing down or smoothing or polishing,"process of scuffing, scratching, wearing down, marring, or rubbing away",1
plant in checkrows,"unincorporated community in Illinois, United States",1
bred of large heavy-coated white dogs resembling the Newfoundland,dog breed,1
of an air current or wind; moving downward or down a slope because of cooling especially at night,A wind that carries high density air down a slope,1
quality of coming late or later in time,"type of comedic talk show, airing late at night",1
difficult or labored respiration,article,0
an infant whose size and weight are considerably less than the average for babies of the same age,clinical trial,1
(of a garment) having a high neckline,ceramic from the Catteau Collection,1
of or relating to audiometry,conference paper,1
an analgesic drug derived from the saffron plant and used to treat gout,medication most commonly used to treat gout,1
pathological production of gummy exudates in citrus and various stone-fruit trees,article,0
rare small cypress native to northern California; sometimes considered the same species as gowen cypress,species of plant,1
(of time) having passed or slipped by,time that has elapsed since a person has died,1
an inflammation of the mucous membrane lining the nose (usually associated with nasal discharge),scientific journal article,0
in a statistically significant way,article,0
low-lying wet land that is frequently flooded with saltwater,wetland that is dominated by herbaceous rather than woody plant species,1
shunning contact with others,article,1
similar to but smaller than the dobsonfly; larvae are used as fishing bait,angling method,1
a diet that is low on calories,dietary regime,0
the quality of lacking an esthetically pleasing shape,attributes associated to God in Sikh philosophy and means The Formless One,1
a surface that is vertical,any piece of printed paper designed to be attached to a wall or vertical surface,1
any betulaceous tree or shrub of the genus Betula having a thin peeling bark,bark of several Eurasian and North American birch trees of the genus Betula,1
an amino derivative of glucose that is a component of many polysaccharides,"The chemical reactions and pathways resulting in the formation of lipid A, the glycolipid group of bacterial lipopolysaccharides, consisting of four to six fatty acyl chains linked to two glucosamine residues. Further modifications of the backbone ar",1
a rapid means of achieving a goal,gymnasctics discipline,1
a window in a ship or airplane,window of a ship,1
(medicine) the practice of medicine by a group of physicians who share their premises and other resources,"type of medical doctor specialising as a generalist, usually working in primary care setting",1
large family of narrow-bodied marine food fishes with widely forked tails; chiefly of warm seas,family of fishes,1
a colonnade surrounding a building or enclosing a court,sculpture by George Rickey,0
stiff shrub having oblong entire leaves and dense cymes of yellow flowers,species of plant,1
the style in which newspapers are written,article,1
featherfoil of Europe and western Asia having submerged and floating leaves and violet flowers,species of plant,1
animal viruses belonging to the family Filoviridae,InterPro Family,0
a plant of the genus Mirabilis,species of plant,1
as supposed or expected,1996 single by Chris Cummings,1
a genus of Zoarcidae,species of worm,1
carry off mysteriously; as if by magic,trope in Japanese mythology about people being abducted by an angry god,1
of or relating to or the product of factor analysis,statistical method used to describe correlation through fewer possibly lantent variables,1
antibiotic related to cephalosporin but no longer in common use,chemical compound,1
encoding information while reducing the bandwidth or bits required,file format family,0
extend a joint beyond its normal range,straightening movement that increases the angle between body parts,1
the atmosphere above a nation that is deemed to be under its jurisdiction,portion of the atmosphere controlled by a country above its territory,1
defeat by a majority of votes,nominal share which is able to outvote all other shares in certain specified circumstances,1
of or relating to the iris of the eye,"1969. | University of Florida, George A. Smathers Libraries View Book",1
the Algonquian language of the Micmac,"Eastern Algonquian language spoken by nearly 11,000 Mi'kmaq in Canada and the United States",1
an inward slant of the thigh,and deformed ears,1
a receptacle for the ash from smokers' cigars or cigarettes,receptacle for ash from cigarettes and cigars,1
a walk around a territory (a parish or manor or forest etc.) in order to officially assert and record its boundaries,"area of land with different meanings in England, Wales and Scotland",1
putting seeds or young plants in the ground to grow,intentional planting of trees or shrubs that is maintained for food production,1
cactus having yellow flowers and purple fruits,scientific journal article,0
underground surface below which the ground is wholly saturated with water,article,0
work out in detail,drawing intended to work out the scheme of a project; more finished than a sketch,1
large mild and succulent onion; often eaten raw,"species of plant (for the onion, use Q3406628)",1
genus of chiefly tropical vines often placed in genera Dipogon or Lablab or Macrotyloma,species of plant,0
(of ovaries of flowering plants) consisting of carpels that are free from one another as in buttercups or roses,collective term for all carpels in a flower,1
"form or arrange in order or formation, as of a body of soldiers","string or cord used to draw up or gather a length of material, or close an opening",1
the light horny waterproof structure forming the external covering of birds,scholarly article published in The Condor in January 2004,0
work consisting of (or resembling) lace fabric,lacemaking tradition and intagible cultural heritage of Cyprus,0
bedclothes that provide a cover for a mattress,clinical trial,1
a switch made from the stems of the rattan palms,species of fish,0
a device that generates a gas for the purpose of disinfecting or eradicating pests,article,0
a green transparent form of the mineral spodumene used as a gemstone,"Cr-bearing, pale-to-emerald green variety of spodumene",1
a state exercising a degree of dominion over a dependent state especially in its foreign affairs,combination of legal and military customs in medieval Europe,0
an association of neighboring states or tribes in ancient Greece; established originally to defend a common religious center,Wikimedia category,0
a convex lens that focuses the rays of the sun; used to start a fire,2013 film by Rituparno Ghosh,0
a light chrome green pigment,hamlet,1
a conventional or formulaic conception or image,printing,0
happening in a short time or with great speed,album by Neil Sedaka,0
a physical theory of relativity based on the assumption that the speed of light in a vacuum is a constant and the assumption that the laws of physics are invariant in all inertial systems,physical theory,0
body bright scarlet with 2 yellow to reddish strips on side,species of fish,1
"booth for washing yourself, usually in a bathroom",place in which a person bathes under a spray of water,1
the act of searching someone for concealed weapons or illegal drugs,first aid protocol for inhaling chemicals,1
litigation shown to have been instituted maliciously and without probable cause,"legal action which is brought, regardless of its merits, solely to harass or subdue an adversary",1
a small irregular movement,flat electronic game controller used for input in dance games,1
too low a value or price assigned to something,article,1
a small agile horse specially bred and trained for playing polo,equestrian team sport,1
having fan-shaped leaves,genus of plants,1
benign tumor containing both bone and cartilage; usually occurs near the end of a long bone,the most common benign tumors of the bones,1
a club that people join in order to buy selected books at reduced prices,group of people who meet to discuss a book or books that they have read and express their opinions,1
a colorless corrosive gas (HCl),chemical compound,1
identification of criminals and terrorist by means of videotapes of their faces,clinical trial,1
insert (days) in a calendar,article,0
the smuggling of guns and ammunition into a country secretly and illegally,illegal trafficking or smuggling of contraband weapons or ammunition,1
a command of the United States Air Force that is responsible for defending the United States through its space and intercontinental ballistic missile operations,"United States Air Force major command responsible for spacecraft, space surveillance, and strategic missiles",1
in a repetitive manner,InterPro Repeat,0
the branch of botany that studies and cultivates fruits,branch of botany that studies and cultivates fruit,1
large class of higher fungi coextensive with subdivision Basidiomycota,division of fungi,1
the formation of new blood vessels,scientific journal article,0
Australasian evergreen conifer having a graceful head of foliage resembling celery that is composed of phyllodes borne in the axils of scalelike leaves,genus of plants,1
a crystalline compound used as an antithyroid drug in the treatment of goiter,chemical compound,1
lacking hair on all or most of the scalp,painting by anonymous painter,0
not affiliated,individual not affiliated to any political party,1
a priest who served a particular deity in ancient Rome,priest of the ancient Roman religion,1
form genus of imperfect fungi,genus of fungi,1
suffering from a disorder characterized by alternating mania and depression,human mental illness characterized by mood changes,1
(British informal) cross-eyed,Esotropia is a strabismus in which the eye turns inward toward the nose,1
an organism that lives in and derives its nourishment from organic matter in stagnant or foul water,organism that obtains nutrients by consuming detritus,1
a shortage of rainfall,article,0
a looped stitch resembling the links of a chain; used in embroidery and in sewing,"embroidery stitch made by looping yarn under the needle to form simple or complex chains, with many variations",1
a date stamped on perishable produce indicating the date by which it should be sold,length of time that a commodity may be stored without becoming unfit for use or consumption,1
a steroid hormone that is produced by the adrenal cortex of animals; affects functioning of gonads and has anti-inflammatory activity,scientific journal article,0
the head of a religious community,faculty in Lisbon,0
make lighter or brighter,form of visual art using light as a medium,1
make productive or fruitful,biological phenomenon,1
the person who holds the secretaryship of the Treasury Department,head of the Office of Financial Stability in the United States Department of the Treasury,1
weedy vine of Argentina having solitary white flowers followed by egg-shaped white or yellow fruit,species of plant,1
22nd and 24th President of the United States (1837-1908),American labor unionist,0
United States explorer who led three expeditions to the Arctic (1821-1871),Failed expedition to the North Pole (1871–1873),1
a natural disposition to be hostile,entity that does not fight in a given conflict,1
quick to comply; -Shakespeare,distorted sediment deposition,1
the steady flow of surface ocean water in a prevailing direction,"continuous, directed movement of ocean water",1
happening or done after a surgical operation,hemorrhage following any surgical procedure,1
a fish of the Pacific coast of North America,article,0
having or relating to or characterized by a ring composed of carbon atoms,article,0
an eraser that removes ink marks,writing implement,1
having a round shape tapered at one end,ornament consisting of a more or less pear-shaped stripe,1
tending to cause inflammation,signs of activation of the immune system,1
with conceit; in a conceited manner,film,0
characterized by or of the nature of or using mimesis,article,0
found in Arctic and northern Atlantic waters,species of fish,1
a variety of paper wasp,species of insect,1
any tax levied on the passing of title to property,"tax on property, particularly real estate",1
be more of a rival than,aria from the opera Natoma by Victor Herbert,1
discuss the terms of an arrangement,group that met from 1983-1989 to negotiate the standard for the C Programming language,1
made known (especially something secret or concealed),information or knowledge that might result in loss of an advantage or level of security if disclosed to others,1
(computer science) an electronic device that must be attached to a computer in order for it to use protected software,electronic copy protection and content protection device,0
a new word formed by joining two others and combining their meanings,portmanteau word combining art and activism,0
hinge joint between the forearm and upper arm and the corresponding joint in the forelimb of a quadruped,synovial hinge joint between the humerus in the upper arm and the radius and ulna in the forearm,1
(statistics) law stating that a large number of items taken at random from a population will (on the average) have the population statistics,PhD Thesis of Gesine Reinert,0
capital and largest city of Northern Ireland; the center of Protestantism in Northern Ireland,"city of the United Kingdom, capital of Northern Ireland",1
a government office in a town where information about available jobs is displayed and where unemployment benefits are administered,Wikinews article,0
genus of low-growing herbs mostly of northern hemisphere having flowers with protruding spirally twisted anthers,article,0
with few mistakes,scientific journal article,1
to an undue degree,"the concept that, in contrast to interpretations of their own behavior, people tend to (unduly) emphasize the agent's internal characteristics (character or intention), rather than external factors, in explaining other people's behavior",0
any of several breeds of terrier developed to catch rats,Wikimedia category,0
the fifth smallest outermost toe,American gridiron football player,0
tall biennial water hemlock of northeastern North America having purple-spotted stems and clusters of extremely poisonous tuberous roots resembling small sweet potatoes,species of plant,1
the principal bedroom in a house; usually occupied by the head of the household,private room where people usually sleep for the night or relax during the day,0
any betulaceous tree or shrub of the genus Betula having a thin peeling bark,Danish actor,0
"tall scrambling spiny palm of northeastern Queensland, Australia",species of plant,1
material derived from plants,material derived from plants,1
French noblewoman who was the mistress of Henry II; she had more influence over him than did his wife Catherine de Medicis (1499-1566),French noblewoman and courtier,1
a large clinical trial of a treatment or drug that in phase I and phase II has been shown to be efficacious with tolerable side effects; after successful conclusion of these clinical trials it will receive formal approval from the FDA,"advanced phase of a clinical trial, aimed at comparing a new treatment to an established one",1
move and exchange for another,lens that controls the appearance of perspective,1
the extent to which something is delayed or held back,scientific journal article,1
a small genus of tropical trees including the portia tree,genus of plants,1
a chronic disorder that occurs in tropical and non-tropical forms and in both children and adults; nutrients are not absorbed; symptoms include foul-smelling diarrhea and emaciation,Human disease,0
burrowing diurnal meerkat of southern Africa; often kept as a pet,2008 television film directed by Mike Slee,0
an experimental public school for kindergarten through grade 12; created and organized by teachers and parents and community leaders; operates independently of other schools,article,0
a genus of Formicariidae,subspecies of bird,0
a wage earner who is served with a garnishment,American legal process for collecting a monetary judgment directly from a debtor's wages or assets,1
a representation of the Virgin Mary mourning over the dead body of Jesus,painting by Annibale Carracci,0
the independent agency that oversees management of federal government records including presidential libraries and historic collections,record group in the National Archives and Records Administration,0
wine having a red color derived from skins of dark-colored grapes,wine made from dark-colored grape varieties with coloring from the skin,1
of or relating to the area behind the knee joint,Human disease,1
the United States Army's principal law enforcement agency responsible for the conduct of criminal investigations for all levels of the Army anywhere in the world,federal law enforcement agency of the United States,1
the formal act of proclaiming; giving public notice,act of formally proclaiming or declaring a new statutory or administrative law after its enactment,1
the ratio of the change in pressure acting on a volume to the fractional change in volume,article,0
an emotional wound or shock often having long-lasting effects,type of damage to the psyche that occurs as a result of a severely distressing event,1
passage of stools containing blood (as from diverticulosis or colon cancer or peptic ulcer),clinical trial,1
someone employed to clean and maintain a building,"street sweeper, janitor, professional who takes care of buildings such as hospitals and schools",1
a salt or ester of acetic acid,The chemical reactions and pathways involving ethyl acetate.,0
the trait of being unmanageable,pejorative phrase for source code that has a complex and tangled control structure reminiscent of spaghetti,1
of or relating to or transmitted by a member of the family Muridae (rats and mice),scientific journal article,0
of a word or phrase meaningful only when it occurs in the company of other words,"words with little/ambiguous lexical meaning that express grammatical relationships or specify the speaker’s attitude/mood of the speaker; e.g. articles, pronouns, adpositions, conjunctions, auxiliary verbs, interjections, particles",1
cause to fluctuate or move in a wavelike pattern,scientific journal article,0
bearing or containing fossils,"fossiliferous limestone found in the Isle of Purbeck, Dorset",0
toward or on the left; also used figuratively,outfielder who plays defense in left field,0
someone affected by aphasia or inability to use or understand language,article,0
fruit consisting of many individual small fruits or drupes derived from separate ovaries within a common receptacle: e.g. blackberry; raspberry; pineapple,part of a flowering plant,0
the middle part of January,"mid-January Christmas tradition in Sweden, ending the Christmas and holiday season",1
sweetened beverage of lime juice and water,fruit,1
god of the winds in ancient mythology,"god of winds, son of Hippotes in Greek mythology",1
a Mexican island in the Pacific to the west of Baja California,island in Colombia,1
a trick performed with playing cards,card trick created by Paul Curry,0
any disease arising from internal dysfunctions of unknown cause,doctoral thesis,0
of or related to the amnion or characterized by developing an amnion,the fluid surrounding a fetus within the amnion,1
two-masted sailing vessel square-rigged on the foremast and fore-and-aft rigged on the mainmast,"vessel with two masts, only the forward of which is square rigged",1
extinct species of primitive hominid with upright stature but small brain,extinct species of the genus Homo,1
the biblical institution whereby a man must marry the widow of his childless brother in order to maintain the brother's line,biblical character; second son of Judah; killed by God due to his employing coitus interruptus in his levirate marriage,1
a physical condition that is caused by disease,systemic pathological state of the endothelium,1
a cast taken from the face of a dead person,technical material in the National Gallery of Art (NGA 96030),0
a clown or buffoon (after the Harlequin character in the commedia dell'arte),software company,0
an arch supported on piers,"City of Plymouth, Devon, PL2",1
a manual containing information organized in a summary manner,article,1
part of the Arctic Ocean to the north of Siberia (between the Taimyr Peninsula and the New Siberian Islands) that is icebound most of the year,sea in Arctic Ocean,1
the logical analysis of mathematical reasoning,article,0
a silver-white alloy containing copper and zinc and nickel,chemical compound,1
terrestrial or less than normally scandent ferns of tropical regions of northern hemisphere,species of plant,0
in a southeastward direction,article,1
a reinforcing stimulus whose removal serves to decrease the likelihood of the response that produced it,scientific journal article,1
an octahedron with eight equilateral triangles as faces,polyhedron with 8 faces,1
common form of acute encephalitis caused by herpes simplex 1; usually affects the temporal and frontal lobes,human disease,1
hatchway that provides a means of escape in an emergency,episode of The Big Bang Theory (S10 E18),1
dessert resembling ice cream but with a boiled custard base,A cold dessert,0
the act of preferring,article,0
a port city and capital of Gambia,"facility in Banjul, Gambia",0
a coefficient of elasticity applicable to the stretching of a wire,article,0
a variable that can be used to predict the value of another variable (as in statistical regression),"concept in mathematical modeling, statistical modeling and experimental sciences",1
a tree of the genus Castanopsis,"human settlement in Virginia, United States of America",1
the state of being confined,article,1
ride on a plank,"long, narrow board pivoted in the middle",1
a battle in World War II; the return of United States troops to the Philippines began with landings on Leyte Island in October 1944; the battle marked first use of kamikaze aircraft by the Japanese,amphibious invasion of the Gulf of Leyte in the Philippines by American and Filipino guerrilla forces during WWII,1
found off the West Indies and Florida,species of fish,1
